timestamp	method	status	bytes	sha256	classification	url	content_type
2026-07-22T10:25:07Z	GET	200	1080	66db862fb13fb23eabaa635b45b8cf324f088eee01fbecd4f813e0d2e7029df6	raw_license_pin	https://raw.githubusercontent.com/rashad101/SGPT-SPARQL-query-generation/1f6964d1c3bfee50c7dec2c25546f32b4ab94b2b/LICENSE.md	text/plain; charset=utf-8
2026-07-22T10:25:07Z	GET	200	1080	66db862fb13fb23eabaa635b45b8cf324f088eee01fbecd4f813e0d2e7029df6	raw_license_head	https://raw.githubusercontent.com/rashad101/SGPT-SPARQL-query-generation/1f6964d1c3bfee50c7dec2c25546f32b4ab94b2b/LICENSE.md	text/plain; charset=utf-8
2026-07-22T10:25:21Z	GET	200	6729	89c9b54929c61d7daa31b98e923e8527cd6f630becc670ff218c350a32967d77	github_repo	https://api.github.com/repos/WSE-research/text2sparql-agent	application/json; charset=utf-8
2026-07-22T10:25:09Z	GET	200	24623	c25ba1dbc1ea0b7d98d0cffc4ca4c2332a7f1ad9c179ac9d4a5a315559b141af	github_commit	https://api.github.com/repos/WSE-research/text2sparql-agent/commits/main	application/json; charset=utf-8
2026-07-22T10:25:09Z	GET	404	140	6c0109c2ac75f1f264b61da6aff1737f7bc7eac254e6396710ff81a4139f32b1	github_license_api	https://api.github.com/repos/WSE-research/text2sparql-agent/license	application/json; charset=utf-8
2026-07-22T10:25:10Z	GET	200	11400	6577dd52b296362822359d2ca99a92f18918f268128a01eb5c42813564b1f752	github_tree_pin	https://api.github.com/repos/WSE-research/text2sparql-agent/git/trees/ba0f2f78611a7ccacc8c985a97f6008ef7ee6a6?recursive=1	application/json; charset=utf-8
2026-07-22T10:25:11Z	GET	200	11400	6577dd52b296362822359d2ca99a92f18918f268128a01eb5c42813564b1f752	github_tree_head	https://api.github.com/repos/WSE-research/text2sparql-agent/git/trees/ba0f2f78611a7ccacc8c985a97f6008ef7ee6a6a?recursive=1	application/json; charset=utf-8
2026-07-22T10:25:12Z	GET	200	5655	0f102957c1cd680b824d1f6b8461f1a218877e8aea6a33bdf0f28df23ee039f1	github_repo	https://api.github.com/repos/scott2121/sparql_query_generator	application/json; charset=utf-8
2026-07-22T10:25:12Z	GET	200	4305	acab4107a44fb57467762c4a8dc15636197a6604f53fbabeb483b36bffdea753	github_commit	https://api.github.com/repos/scott2121/sparql_query_generator/commits/main	application/json; charset=utf-8
2026-07-22T10:25:13Z	GET	404	140	6c0109c2ac75f1f264b61da6aff1737f7bc7eac254e6396710ff81a4139f32b1	github_license_api	https://api.github.com/repos/scott2121/sparql_query_generator/license	application/json; charset=utf-8
2026-07-22T10:25:14Z	GET	200	366275	c82267207aa9696925bb401c1958a4850ba671a62ecad5477ed4fada0bdd8c90	github_tree_pin	https://api.github.com/repos/scott2121/sparql_query_generator/git/trees/fe63171d3c8b9679779749ee11f731b2a8318053?recursive=1	application/json; charset=utf-8
2026-07-22T10:25:14Z	GET	200	6115	99b563aec5f27f19ebc5d6e6c7305b4c733ea622e62d6c1e5833f17657880c27	github_repo	https://api.github.com/repos/dbcls/rdf-config	application/json; charset=utf-8
2026-07-22T10:25:15Z	GET	200	15789	9a220b4ce09a28e7e878fb609e1346f6a152c8d80073f70296b6374856bf59d1	github_commit	https://api.github.com/repos/dbcls/rdf-config/commits/master	application/json; charset=utf-8
2026-07-22T10:25:16Z	GET	200	2348	dd5717c87e0d81f4791060f87f70f8f81831391e3700659c3d0c3beb8bc0694e	github_license_api	https://api.github.com/repos/dbcls/rdf-config/license	application/json; charset=utf-8
2026-07-22T10:25:17Z	GET	200	248528	d77a395f458f5574b12f2e70dac96643e9c46af1d2be5670f09f5a9a9d47b850	github_tree_pin	https://api.github.com/repos/dbcls/rdf-config/git/trees/cccc581c16f0b24865030bc5459475a9d0fcbd5f?recursive=1	application/json; charset=utf-8
2026-07-22T10:25:17Z	GET	200	1062	99ce5ade19dc4d03d27b0f80c055857e2bf208dd909681f9be15f4723ce595bd	raw_license_pin	https://raw.githubusercontent.com/dbcls/rdf-config/cccc581c16f0b24865030bc5459475a9d0fcbd5f/LICENSE	text/plain; charset=utf-8
2026-07-22T10:25:18Z	GET	200	1062	99ce5ade19dc4d03d27b0f80c055857e2bf208dd909681f9be15f4723ce595bd	raw_license_head	https://raw.githubusercontent.com/dbcls/rdf-config/cccc581c16f0b24865030bc5459475a9d0fcbd5f/LICENSE	text/plain; charset=utf-8
2026-07-22T10:25:18Z	GET	200	6328	782ade11d4be16395d63da1fa1d811fb2b44365f52cdedea52c0902671002f86	github_repo	https://api.github.com/repos/dice-group/CoT-Sparql	application/json; charset=utf-8
2026-07-22T10:25:19Z	GET	200	73105	319408163a79e35cfa7af01fc76e1420cfe8d0513ed60051a075fb72e076a8e2	github_commit	https://api.github.com/repos/dice-group/CoT-Sparql/commits/main	application/json; charset=utf-8
2026-07-22T10:25:20Z	GET	404	140	6c0109c2ac75f1f264b61da6aff1737f7bc7eac254e6396710ff81a4139f32b1	github_license_api	https://api.github.com/repos/dice-group/CoT-Sparql/license	application/json; charset=utf-8
2026-07-22T10:25:21Z	GET	200	5904	2d4877c2b5b726dce563f83aa56fa806a5481df4aafec06869d758de76cc6927	github_tree_pin	https://api.github.com/repos/dice-group/CoT-Sparql/git/trees/063edd9868425e54010a0cb49ce585ed2186be4d?recursive=1	application/json; charset=utf-8
2026-07-22T10:25:21Z	GET	200	5175	6159471f0e7abad93d2f4a3567a196f2ef2c989d51fc6ad5814bae0c8b2330ad	github_repo	https://api.github.com/repos/sherry-pan/FIRESPARQL	application/json; charset=utf-8
2026-07-22T10:25:22Z	GET	200	6996	9c0fed300450505aaa1177db0d65353fe516aae9bd5622fc388d987d78371953	github_commit	https://api.github.com/repos/sherry-pan/FIRESPARQL/commits/main	application/json; charset=utf-8
2026-07-22T10:25:23Z	GET	404	140	6c0109c2ac75f1f264b61da6aff1737f7bc7eac254e6396710ff81a4139f32b1	github_license_api	https://api.github.com/repos/sherry-pan/FIRESPARQL/license	application/json; charset=utf-8
2026-07-22T10:25:25Z	GET	200	15212961	553d49e7bd71947634ea70344bb375eadeb8e8d485ebb7ae90d88bcb90768ae0	github_tree_pin	https://api.github.com/repos/sherry-pan/FIRESPARQL/git/trees/48d6f168e4c1dd3dc467553aef370299911d4e76?recursive=1	application/json; charset=utf-8
2026-07-22T10:25:25Z	GET	200	15536	ccdb721e06d8a3dca88bd5f3fbdd12a54ab1901cbd9b1fb61b146fa72f4a643d	github_repo	https://api.github.com/repos/Perevalov/qald_9_plus	application/json; charset=utf-8
2026-07-22T10:25:27Z	GET	200	5207	971e0a08ef2f8dddb631d5df5c5b372b7dedce115ccdbf366c63d223ce3ecf2b	github_commit	https://api.github.com/repos/Perevalov/qald_9_plus/commits/main	application/json; charset=utf-8
2026-07-22T10:25:28Z	GET	200	26661	d5446b5bab369936355d38be9e5fa7c4e6529de4ec964e35829b6a9f8b7540eb	github_license_api	https://api.github.com/repos/Perevalov/qald_9_plus/license	application/json; charset=utf-8
2026-07-22T10:25:28Z	GET	200	2962	306a7160cc4f49a9ae4a72b1013b1bb58df02dc5f822c2367d146cc4398e5e60	github_tree_pin	https://api.github.com/repos/Perevalov/qald_9_plus/git/trees/8eb038a61e1bc09cbd21640aa667a1714f53cda4?recursive=1	application/json; charset=utf-8
2026-07-22T10:25:29Z	GET	200	18650	7e7170e3cebf88a9f60c7b8421418323c09304da1af4d5e90f4da1dc1c8a2661	raw_license_pin	https://raw.githubusercontent.com/Perevalov/qald_9_plus/8eb038a61e1bc09cbd21640aa667a1714f53cda4/LICENSE	text/plain; charset=utf-8
2026-07-22T10:25:29Z	GET	200	18650	7e7170e3cebf88a9f60c7b8421418323c09304da1af4d5e90f4da1dc1c8a2661	raw_license_head	https://raw.githubusercontent.com/Perevalov/qald_9_plus/8eb038a61e1bc09cbd21640aa667a1714f53cda4/LICENSE	text/plain; charset=utf-8
2026-07-22T10:25:30Z	GET	200	6198	738469f6db688e8f8b36b99f9d90033571e4f6b8efbb7b8e9e562b92be5e5fb6	github_repo	https://api.github.com/repos/AskNowQA/LC-QuAD2.0	application/json; charset=utf-8
2026-07-22T10:25:31Z	GET	200	4672	ec9bedade0661c417acf5918a20737486e421095784f8a652cc04487ca59e535	github_commit	https://api.github.com/repos/AskNowQA/LC-QuAD2.0/commits/master	application/json; charset=utf-8
2026-07-22T10:25:31Z	GET	404	140	6c0109c2ac75f1f264b61da6aff1737f7bc7eac254e6396710ff81a4139f32b1	github_license_api	https://api.github.com/repos/AskNowQA/LC-QuAD2.0/license	application/json; charset=utf-8
2026-07-22T10:25:32Z	GET	200	1765	6cbce0e6fac6309b76370e92580de911190183d50e8f5eb1cc744e2fb9628924	github_tree_pin	https://api.github.com/repos/AskNowQA/LC-QuAD2.0/git/trees/0a5f8f85b6f863c3b80f0fa02839e25d438af3ae?recursive=1	application/json; charset=utf-8
2026-07-22T10:25:33Z	GET	406	658	af4ba65174e106e0035db5df42370d799d1604b59f4185b7a0dd59b08c06b412	zenodo_record	https://zenodo.org/api/records/18539213	application/json
2026-07-22T10:25:33Z	GET	200	2358	babb3908361a6028ed7a8f2ce356e43d6caef764e763556fd28e9c02f2b97f4d	hf_api	https://huggingface.co/api/datasets/mohnish/lc_quad	application/json; charset=utf-8
2026-07-22T10:25:34Z	GET	200	3447	bbc3ce54fd866f5ab48926f1e32f47d2720162d30260d7172dbe13891faf0541	hf_api	https://huggingface.co/api/models/Sherry791/Meta-Llama-3-8B-Instruct-ft4sciqa	application/json; charset=utf-8
2026-07-22T10:25:35Z	GET	200	3393	7c81a2728a4b8d2c2403a5e676f18c0c1c0aeb3289909f487859fc54d6d5522f	hf_api	https://huggingface.co/api/datasets/casey-martin/qald_9_plus	application/json; charset=utf-8
2026-07-22T10:25:35Z	GET	200	32178	231a5dac65bbf135ba27145969a63cd289faadc172f1512c4810a6c60ba91036	cc_terms_page	https://creativecommons.org/licenses/by/4.0/	text/html
