file_id,original_directory,original_path,original_url,status,HTTP status,size,serialization,component,required flag,checksum status,evidence
CORE_EN_017,2016-10/core-i18n/en,2016-10/core-i18n/en/long_abstracts_en.ttl.bz2,https://downloads.dbpedia.org/2016-10/core-i18n/en/long_abstracts_en.ttl.bz2,METADATA_SIZE_VERIFIED_PAYLOAD_NOT_ACQUIRED,200,818348209,turtle,core-resolved-from-checksums,true,HAS_MD5,core/_checksums.md5 + HEAD en
CORE_EN_018,2016-10/core-i18n/en,2016-10/core-i18n/en/mappingbased_literals_en.ttl.bz2,https://downloads.dbpedia.org/2016-10/core-i18n/en/mappingbased_literals_en.ttl.bz2,METADATA_SIZE_VERIFIED_PAYLOAD_NOT_ACQUIRED,200,137316236,turtle,core-resolved-from-checksums,true,HAS_MD5,core/_checksums.md5 + HEAD en
CORE_EN_019,2016-10/core-i18n/en,2016-10/core-i18n/en/mappingbased_objects_en.ttl.bz2,https://downloads.dbpedia.org/2016-10/core-i18n/en/mappingbased_objects_en.ttl.bz2,METADATA_SIZE_VERIFIED_PAYLOAD_NOT_ACQUIRED,200,172372141,turtle,core-resolved-from-checksums,true,HAS_MD5,core/_checksums.md5 + HEAD en
CORE_EN_020,2016-10/core-i18n/en,2016-10/core-i18n/en/page_ids_en.ttl.bz2,https://downloads.dbpedia.org/2016-10/core-i18n/en/page_ids_en.ttl.bz2,METADATA_SIZE_VERIFIED_PAYLOAD_NOT_ACQUIRED,200,175257242,turtle,core-resolved-from-checksums,true,HAS_MD5,core/_checksums.md5 + HEAD en
CORE_EN_021,2016-10/core-i18n/en,2016-10/core-i18n/en/persondata_en.ttl.bz2,https://downloads.dbpedia.org/2016-10/core-i18n/en/persondata_en.ttl.bz2,METADATA_SIZE_VERIFIED_PAYLOAD_NOT_ACQUIRED,200,66513289,turtle,core-resolved-from-checksums,true,HAS_MD5,core/_checksums.md5 + HEAD en
CORE_EN_022,2016-10/core-i18n/en,2016-10/core-i18n/en/revision_ids_en.ttl.bz2,https://downloads.dbpedia.org/2016-10/core-i18n/en/revision_ids_en.ttl.bz2,METADATA_SIZE_VERIFIED_PAYLOAD_NOT_ACQUIRED,200,197916335,turtle,core-resolved-from-checksums,true,HAS_MD5,core/_checksums.md5 + HEAD en
CORE_EN_023,2016-10/core-i18n/en,2016-10/core-i18n/en/revision_uris_en.ttl.bz2,https://downloads.dbpedia.org/2016-10/core-i18n/en/revision_uris_en.ttl.bz2,METADATA_SIZE_VERIFIED_PAYLOAD_NOT_ACQUIRED,200,261380021,turtle,core-resolved-from-checksums,true,HAS_MD5,core/_checksums.md5 + HEAD en
CORE_EN_024,2016-10/core-i18n/en,2016-10/core-i18n/en/short_abstracts_en.ttl.bz2,https://downloads.dbpedia.org/2016-10/core-i18n/en/short_abstracts_en.ttl.bz2,METADATA_SIZE_VERIFIED_PAYLOAD_NOT_ACQUIRED,200,547637274,turtle,core-resolved-from-checksums,true,HAS_MD5,core/_checksums.md5 + HEAD en
CORE_EN_025,2016-10/core-i18n/en,2016-10/core-i18n/en/skos_categories_en.ttl.bz2,https://downloads.dbpedia.org/2016-10/core-i18n/en/skos_categories_en.ttl.bz2,METADATA_SIZE_VERIFIED_PAYLOAD_NOT_ACQUIRED,200,45681114,turtle,core-resolved-from-checksums,true,HAS_MD5,core/_checksums.md5 + HEAD en
CORE_EN_026,2016-10/core-i18n/en,2016-10/core-i18n/en/specific_mappingbased_properties_en.ttl.bz2,https://downloads.dbpedia.org/2016-10/core-i18n/en/specific_mappingbased_properties_en.ttl.bz2,METADATA_SIZE_VERIFIED_PAYLOAD_NOT_ACQUIRED,200,9150864,turtle,core-resolved-from-checksums,true,HAS_MD5,core/_checksums.md5 + HEAD en
CORE_EN_027,2016-10/core-i18n/en,2016-10/core-i18n/en/transitive_redirects_en.ttl.bz2,https://downloads.dbpedia.org/2016-10/core-i18n/en/transitive_redirects_en.ttl.bz2,METADATA_SIZE_VERIFIED_PAYLOAD_NOT_ACQUIRED,200,108901507,turtle,core-resolved-from-checksums,true,HAS_MD5,core/_checksums.md5 + HEAD en
CORE_EN_028,2016-10/core-i18n/en,2016-10/core-i18n/en/uri_same_as_iri_en.ttl.bz2,https://downloads.dbpedia.org/2016-10/core-i18n/en/uri_same_as_iri_en.ttl.bz2,METADATA_SIZE_VERIFIED_PAYLOAD_NOT_ACQUIRED,200,16221273,turtle,core-resolved-from-checksums,true,HAS_MD5,core/_checksums.md5 + HEAD en
CORE_EN_029,2016-10/core-i18n/en,2016-10/core-i18n/en/wikipedia_links_en.ttl.bz2,https://downloads.dbpedia.org/2016-10/core-i18n/en/wikipedia_links_en.ttl.bz2,METADATA_SIZE_VERIFIED_PAYLOAD_NOT_ACQUIRED,200,317184934,turtle,core-resolved-from-checksums,true,HAS_MD5,core/_checksums.md5 + HEAD en
LHD_001,2016-10/core-i18n/en,2016-10/core-i18n/en/instance_types_lhd_dbo_en.ttl.bz2,https://downloads.dbpedia.org/2016-10/core-i18n/en/instance_types_lhd_dbo_en.ttl.bz2,METADATA_SIZE_VERIFIED_CHECKSUM_NOT_IN_CORE_MD5_PAYLOAD_NOT_ACQUIRED,200,39643080,turtle,lhd_extension,true,NONE,www.dbpedia.org/resources/sparql/
LHD_002,2016-10/core-i18n/en,2016-10/core-i18n/en/instance_types_lhd_ext_en.ttl.bz2,https://downloads.dbpedia.org/2016-10/core-i18n/en/instance_types_lhd_ext_en.ttl.bz2,METADATA_SIZE_VERIFIED_CHECKSUM_NOT_IN_CORE_MD5_PAYLOAD_NOT_ACQUIRED,200,46325495,turtle,lhd_extension,true,NONE,www.dbpedia.org/resources/sparql/
LINKS_001,2016-10/links,2016-10/links/amsterdammuseum.nt.bz2,https://downloads.dbpedia.org/2016-10/links/amsterdammuseum.nt.bz2,METADATA_SIZE_VERIFIED_PAYLOAD_NOT_ACQUIRED,200,6725,ntriples,links,true,HAS_MD5,links/ listing + HEAD + _checksums.md5
LINKS_002,2016-10/links,2016-10/links/bbc-things_links.nt.bz2,https://downloads.dbpedia.org/2016-10/links/bbc-things_links.nt.bz2,METADATA_SIZE_VERIFIED_PAYLOAD_NOT_ACQUIRED,200,119963,ntriples,links,true,HAS_MD5,links/ listing + HEAD + _checksums.md5
LINKS_003,2016-10/links,2016-10/links/bbcwildlife_links.nt.bz2,https://downloads.dbpedia.org/2016-10/links/bbcwildlife_links.nt.bz2,METADATA_SIZE_VERIFIED_PAYLOAD_NOT_ACQUIRED,200,4942,ntriples,links,true,HAS_MD5,links/ listing + HEAD + _checksums.md5
LINKS_004,2016-10/links,2016-10/links/bl-example.nt.bz2,https://downloads.dbpedia.org/2016-10/links/bl-example.nt.bz2,METADATA_SIZE_VERIFIED_PAYLOAD_NOT_ACQUIRED,200,16970,ntriples,links,true,HAS_MD5,links/ listing + HEAD + _checksums.md5
LINKS_005,2016-10/links,2016-10/links/bookmashup_links.nt.bz2,https://downloads.dbpedia.org/2016-10/links/bookmashup_links.nt.bz2,METADATA_SIZE_VERIFIED_PAYLOAD_NOT_ACQUIRED,200,72117,ntriples,links,true,HAS_MD5,links/ listing + HEAD + _checksums.md5
LINKS_006,2016-10/links,2016-10/links/bricklink.nt.bz2,https://downloads.dbpedia.org/2016-10/links/bricklink.nt.bz2,METADATA_SIZE_VERIFIED_PAYLOAD_NOT_ACQUIRED,200,25568,ntriples,links,true,HAS_MD5,links/ listing + HEAD + _checksums.md5
LINKS_007,2016-10/links,2016-10/links/cordis.nt.bz2,https://downloads.dbpedia.org/2016-10/links/cordis.nt.bz2,METADATA_SIZE_VERIFIED_PAYLOAD_NOT_ACQUIRED,200,2454,ntriples,links,true,HAS_MD5,links/ listing + HEAD + _checksums.md5
LINKS_008,2016-10/links,2016-10/links/dataEco_links.nt.bz2,https://downloads.dbpedia.org/2016-10/links/dataEco_links.nt.bz2,METADATA_SIZE_VERIFIED_PAYLOAD_NOT_ACQUIRED,200,697,ntriples,links,true,HAS_MD5,links/ listing + HEAD + _checksums.md5
LINKS_009,2016-10/links,2016-10/links/dblp.nt.bz2,https://downloads.dbpedia.org/2016-10/links/dblp.nt.bz2,METADATA_SIZE_VERIFIED_PAYLOAD_NOT_ACQUIRED,200,2448,ntriples,links,true,HAS_MD5,links/ listing + HEAD + _checksums.md5
LINKS_010,2016-10/links,2016-10/links/dbtune_links.nt.bz2,https://downloads.dbpedia.org/2016-10/links/dbtune_links.nt.bz2,METADATA_SIZE_VERIFIED_PAYLOAD_NOT_ACQUIRED,200,16877,ntriples,links,true,HAS_MD5,links/ listing + HEAD + _checksums.md5
LINKS_011,2016-10/links,2016-10/links/diseasome_links.nt.bz2,https://downloads.dbpedia.org/2016-10/links/diseasome_links.nt.bz2,METADATA_SIZE_VERIFIED_PAYLOAD_NOT_ACQUIRED,200,19254,ntriples,links,true,HAS_MD5,links/ listing + HEAD + _checksums.md5
LINKS_012,2016-10/links,2016-10/links/dnb-links.nt.bz2,https://downloads.dbpedia.org/2016-10/links/dnb-links.nt.bz2,METADATA_SIZE_VERIFIED_PAYLOAD_NOT_ACQUIRED,200,3264943,ntriples,links,true,HAS_MD5,links/ listing + HEAD + _checksums.md5
LINKS_013,2016-10/links,2016-10/links/drugbank_links.nt.bz2,https://downloads.dbpedia.org/2016-10/links/drugbank_links.nt.bz2,METADATA_SIZE_VERIFIED_PAYLOAD_NOT_ACQUIRED,200,32460,ntriples,links,true,HAS_MD5,links/ listing + HEAD + _checksums.md5
LINKS_014,2016-10/links,2016-10/links/eunis_links.nt.bz2,https://downloads.dbpedia.org/2016-10/links/eunis_links.nt.bz2,METADATA_SIZE_VERIFIED_PAYLOAD_NOT_ACQUIRED,200,101388,ntriples,links,true,HAS_MD5,links/ listing + HEAD + _checksums.md5
LINKS_015,2016-10/links,2016-10/links/eurostat_linkedstatistics_links.nt.bz2,https://downloads.dbpedia.org/2016-10/links/eurostat_linkedstatistics_links.nt.bz2,METADATA_SIZE_VERIFIED_PAYLOAD_NOT_ACQUIRED,200,2317,ntriples,links,true,HAS_MD5,links/ listing + HEAD + _checksums.md5
LINKS_016,2016-10/links,2016-10/links/eurostat_wbsg.nt.bz2,https://downloads.dbpedia.org/2016-10/links/eurostat_wbsg.nt.bz2,METADATA_SIZE_VERIFIED_PAYLOAD_NOT_ACQUIRED,200,1680,ntriples,links,true,HAS_MD5,links/ listing + HEAD + _checksums.md5
LINKS_017,2016-10/links,2016-10/links/factbook.nt.bz2,https://downloads.dbpedia.org/2016-10/links/factbook.nt.bz2,METADATA_SIZE_VERIFIED_PAYLOAD_NOT_ACQUIRED,200,3920,ntriples,links,true,HAS_MD5,links/ listing + HEAD + _checksums.md5
LINKS_018,2016-10/links,2016-10/links/gadm_links.nt.bz2,https://downloads.dbpedia.org/2016-10/links/gadm_links.nt.bz2,METADATA_SIZE_VERIFIED_PAYLOAD_NOT_ACQUIRED,200,299334,ntriples,links,true,HAS_MD5,links/ listing + HEAD + _checksums.md5
LINKS_019,2016-10/links,2016-10/links/geonames_links.ttl.bz2,https://downloads.dbpedia.org/2016-10/links/geonames_links.ttl.bz2,METADATA_SIZE_VERIFIED_PAYLOAD_NOT_ACQUIRED,200,4010348,turtle,links,true,HAS_MD5,links/ listing + HEAD + _checksums.md5
LINKS_020,2016-10/links,2016-10/links/geospecies.nt.bz2,https://downloads.dbpedia.org/2016-10/links/geospecies.nt.bz2,METADATA_SIZE_VERIFIED_PAYLOAD_NOT_ACQUIRED,200,179865,ntriples,links,true,HAS_MD5,links/ listing + HEAD + _checksums.md5
LINKS_021,2016-10/links,2016-10/links/gho.nt.bz2,https://downloads.dbpedia.org/2016-10/links/gho.nt.bz2,METADATA_SIZE_VERIFIED_PAYLOAD_NOT_ACQUIRED,200,1746,ntriples,links,true,HAS_MD5,links/ listing + HEAD + _checksums.md5
LINKS_022,2016-10/links,2016-10/links/ispra-core_links.nt.bz2,https://downloads.dbpedia.org/2016-10/links/ispra-core_links.nt.bz2,METADATA_SIZE_VERIFIED_PAYLOAD_NOT_ACQUIRED,200,43237,ntriples,links,true,HAS_MD5,links/ listing + HEAD + _checksums.md5
LINKS_023,2016-10/links,2016-10/links/italian_public_schools.nt.bz2,https://downloads.dbpedia.org/2016-10/links/italian_public_schools.nt.bz2,METADATA_SIZE_VERIFIED_PAYLOAD_NOT_ACQUIRED,200,49007,ntriples,links,true,HAS_MD5,links/ listing + HEAD + _checksums.md5
LINKS_024,2016-10/links,2016-10/links/linked_web_apis.nt.bz2,https://downloads.dbpedia.org/2016-10/links/linked_web_apis.nt.bz2,METADATA_SIZE_VERIFIED_PAYLOAD_NOT_ACQUIRED,200,8130,ntriples,links,true,HAS_MD5,links/ listing + HEAD + _checksums.md5
LINKS_025,2016-10/links,2016-10/links/linkedgeodata_links.nt.bz2,https://downloads.dbpedia.org/2016-10/links/linkedgeodata_links.nt.bz2,METADATA_SIZE_VERIFIED_PAYLOAD_NOT_ACQUIRED,200,933459,ntriples,links,true,HAS_MD5,links/ listing + HEAD + _checksums.md5
LINKS_026,2016-10/links,2016-10/links/linkedmdb_links.nt.bz2,https://downloads.dbpedia.org/2016-10/links/linkedmdb_links.nt.bz2,METADATA_SIZE_VERIFIED_PAYLOAD_NOT_ACQUIRED,200,130411,ntriples,links,true,HAS_MD5,links/ listing + HEAD + _checksums.md5
LINKS_027,2016-10/links,2016-10/links/lobid.org_organization.nt.bz2,https://downloads.dbpedia.org/2016-10/links/lobid.org_organization.nt.bz2,METADATA_SIZE_VERIFIED_PAYLOAD_NOT_ACQUIRED,200,48102,ntriples,links,true,HAS_MD5,links/ listing + HEAD + _checksums.md5
LINKS_028,2016-10/links,2016-10/links/logainmie_links.nt.bz2,https://downloads.dbpedia.org/2016-10/links/logainmie_links.nt.bz2,METADATA_SIZE_VERIFIED_PAYLOAD_NOT_ACQUIRED,200,10814,ntriples,links,true,HAS_MD5,links/ listing + HEAD + _checksums.md5
LINKS_029,2016-10/links,2016-10/links/manifestation_links.nt.bz2,https://downloads.dbpedia.org/2016-10/links/manifestation_links.nt.bz2,METADATA_SIZE_VERIFIED_PAYLOAD_NOT_ACQUIRED,200,85035,ntriples,links,true,HAS_MD5,links/ listing + HEAD + _checksums.md5
LINKS_030,2016-10/links,2016-10/links/nuts_links.nt.bz2,https://downloads.dbpedia.org/2016-10/links/nuts_links.nt.bz2,METADATA_SIZE_VERIFIED_PAYLOAD_NOT_ACQUIRED,200,2943,ntriples,links,true,HAS_MD5,links/ listing + HEAD + _checksums.md5
LINKS_031,2016-10/links,2016-10/links/nytimes.nt.bz2,https://downloads.dbpedia.org/2016-10/links/nytimes.nt.bz2,METADATA_SIZE_VERIFIED_PAYLOAD_NOT_ACQUIRED,200,150955,ntriples,links,true,HAS_MD5,links/ listing + HEAD + _checksums.md5
LINKS_032,2016-10/links,2016-10/links/ocd_links.nt.bz2,https://downloads.dbpedia.org/2016-10/links/ocd_links.nt.bz2,METADATA_SIZE_VERIFIED_PAYLOAD_NOT_ACQUIRED,200,16970,ntriples,links,true,HAS_MD5,links/ listing + HEAD + _checksums.md5
LINKS_033,2016-10/links,2016-10/links/openei_links.nt.bz2,https://downloads.dbpedia.org/2016-10/links/openei_links.nt.bz2,METADATA_SIZE_VERIFIED_PAYLOAD_NOT_ACQUIRED,200,7615,ntriples,links,true,HAS_MD5,links/ listing + HEAD + _checksums.md5
LINKS_034,2016-10/links,2016-10/links/organisation_links.nt.bz2,https://downloads.dbpedia.org/2016-10/links/organisation_links.nt.bz2,METADATA_SIZE_VERIFIED_PAYLOAD_NOT_ACQUIRED,200,47759,ntriples,links,true,HAS_MD5,links/ listing + HEAD + _checksums.md5
LINKS_035,2016-10/links,2016-10/links/revyu.nt.bz2,https://downloads.dbpedia.org/2016-10/links/revyu.nt.bz2,METADATA_SIZE_VERIFIED_PAYLOAD_NOT_ACQUIRED,200,437,ntriples,links,true,HAS_MD5,links/ listing + HEAD + _checksums.md5
LINKS_036,2016-10/links,2016-10/links/sider.nt.bz2,https://downloads.dbpedia.org/2016-10/links/sider.nt.bz2,METADATA_SIZE_VERIFIED_PAYLOAD_NOT_ACQUIRED,200,16740,ntriples,links,true,HAS_MD5,links/ listing + HEAD + _checksums.md5
LINKS_037,2016-10/links,2016-10/links/springer_nature_scigraph_subjects.nt.bz2,https://downloads.dbpedia.org/2016-10/links/springer_nature_scigraph_subjects.nt.bz2,METADATA_SIZE_VERIFIED_PAYLOAD_NOT_ACQUIRED,200,29047,ntriples,links,true,HAS_MD5,links/ listing + HEAD + _checksums.md5
LINKS_038,2016-10/links,2016-10/links/tcm.nt.bz2,https://downloads.dbpedia.org/2016-10/links/tcm.nt.bz2,METADATA_SIZE_VERIFIED_PAYLOAD_NOT_ACQUIRED,200,8704,ntriples,links,true,HAS_MD5,links/ listing + HEAD + _checksums.md5
LINKS_039,2016-10/links,2016-10/links/transparency_links.nt.bz2,https://downloads.dbpedia.org/2016-10/links/transparency_links.nt.bz2,METADATA_SIZE_VERIFIED_PAYLOAD_NOT_ACQUIRED,200,1781,ntriples,links,true,HAS_MD5,links/ listing + HEAD + _checksums.md5
LINKS_040,2016-10/links,2016-10/links/uk-university-links.nt.bz2,https://downloads.dbpedia.org/2016-10/links/uk-university-links.nt.bz2,METADATA_SIZE_VERIFIED_PAYLOAD_NOT_ACQUIRED,200,2200,ntriples,links,true,HAS_MD5,links/ listing + HEAD + _checksums.md5
LINKS_041,2016-10/links,2016-10/links/umbel_links_fixed.nt.bz2,https://downloads.dbpedia.org/2016-10/links/umbel_links_fixed.nt.bz2,METADATA_SIZE_VERIFIED_PAYLOAD_NOT_ACQUIRED,200,4139168,ntriples,links,true,HAS_MD5,links/ listing + HEAD + _checksums.md5
LINKS_042,2016-10/links,2016-10/links/uscensus.nt.bz2,https://downloads.dbpedia.org/2016-10/links/uscensus.nt.bz2,METADATA_SIZE_VERIFIED_PAYLOAD_NOT_ACQUIRED,200,158040,ntriples,links,true,HAS_MD5,links/ listing + HEAD + _checksums.md5
LINKS_043,2016-10/links,2016-10/links/viaf2dbpedia.nt.bz2,https://downloads.dbpedia.org/2016-10/links/viaf2dbpedia.nt.bz2,METADATA_SIZE_VERIFIED_PAYLOAD_NOT_ACQUIRED,200,1768771,ntriples,links,true,HAS_MD5,links/ listing + HEAD + _checksums.md5
LINKS_044,2016-10/links,2016-10/links/wl-example.nt.bz2,https://downloads.dbpedia.org/2016-10/links/wl-example.nt.bz2,METADATA_SIZE_VERIFIED_PAYLOAD_NOT_ACQUIRED,200,404,ntriples,links,true,HAS_MD5,links/ listing + HEAD + _checksums.md5
LINKS_045,2016-10/links,2016-10/links/wordnet_links.nt.bz2,https://downloads.dbpedia.org/2016-10/links/wordnet_links.nt.bz2,METADATA_SIZE_VERIFIED_PAYLOAD_NOT_ACQUIRED,200,3146081,ntriples,links,true,HAS_MD5,links/ listing + HEAD + _checksums.md5
LINKS_046,2016-10/links,2016-10/links/worldbank_links.nt.bz2,https://downloads.dbpedia.org/2016-10/links/worldbank_links.nt.bz2,METADATA_SIZE_VERIFIED_PAYLOAD_NOT_ACQUIRED,200,2029,ntriples,links,true,HAS_MD5,links/ listing + HEAD + _checksums.md5
LINKS_047,2016-10/links,2016-10/links/yago_links.ttl.bz2,https://downloads.dbpedia.org/2016-10/links/yago_links.ttl.bz2,METADATA_SIZE_VERIFIED_PAYLOAD_NOT_ACQUIRED,200,37993717,turtle,links,true,HAS_MD5,links/ listing + HEAD + _checksums.md5
LINKS_048,2016-10/links,2016-10/links/yago_taxonomy.ttl.bz2,https://downloads.dbpedia.org/2016-10/links/yago_taxonomy.ttl.bz2,METADATA_SIZE_VERIFIED_PAYLOAD_NOT_ACQUIRED,200,4240370,turtle,links,true,HAS_MD5,links/ listing + HEAD + _checksums.md5
LINKS_049,2016-10/links,2016-10/links/yago_type_links.ttl.bz2,https://downloads.dbpedia.org/2016-10/links/yago_type_links.ttl.bz2,METADATA_SIZE_VERIFIED_PAYLOAD_NOT_ACQUIRED,200,5875928,turtle,links,true,HAS_MD5,links/ listing + HEAD + _checksums.md5
LINKS_050,2016-10/links,2016-10/links/yago_types.ttl.bz2,https://downloads.dbpedia.org/2016-10/links/yago_types.ttl.bz2,METADATA_SIZE_VERIFIED_PAYLOAD_NOT_ACQUIRED,200,285847045,turtle,links,true,HAS_MD5,links/ listing + HEAD + _checksums.md5
UNAVAIL_CORE_001,2016-10/core-i18n/en,2016-10/core-i18n/en/labels_en_uris_ar.ttl.bz2,https://downloads.dbpedia.org/2016-10/core-i18n/en/labels_en_uris_ar.ttl.bz2,UNAVAILABLE_404_BLOCKER,404,,turtle,core-checksums-missing-payload,conditional_blocker,HAS_MD5,HEAD 404 Prompt23
UNAVAIL_CORE_002,2016-10/core-i18n/en,2016-10/core-i18n/en/labels_en_uris_de.ttl.bz2,https://downloads.dbpedia.org/2016-10/core-i18n/en/labels_en_uris_de.ttl.bz2,UNAVAILABLE_404_BLOCKER,404,,turtle,core-checksums-missing-payload,conditional_blocker,HAS_MD5,HEAD 404 Prompt23
UNAVAIL_CORE_003,2016-10/core-i18n/en,2016-10/core-i18n/en/labels_en_uris_es.ttl.bz2,https://downloads.dbpedia.org/2016-10/core-i18n/en/labels_en_uris_es.ttl.bz2,UNAVAILABLE_404_BLOCKER,404,,turtle,core-checksums-missing-payload,conditional_blocker,HAS_MD5,HEAD 404 Prompt23
UNAVAIL_CORE_004,2016-10/core-i18n/en,2016-10/core-i18n/en/labels_en_uris_fr.ttl.bz2,https://downloads.dbpedia.org/2016-10/core-i18n/en/labels_en_uris_fr.ttl.bz2,UNAVAILABLE_404_BLOCKER,404,,turtle,core-checksums-missing-payload,conditional_blocker,HAS_MD5,HEAD 404 Prompt23
