file_id,source_url,manifest_path,allowlist_path_before,allowlist_path_after,before_exact_match,after_exact_match,before_issue,resolution,host,size,checksum_status,final_status,evidence
CORE_EN_016,https://downloads.dbpedia.org/2016-10/core-i18n/en/labels_en.ttl.bz2,/2016-10/core-i18n/en/labels_en.ttl.bz2,//2016-10/core-i18n/en/labels_en.ttl.bz2,/2016-10/core-i18n/en/labels_en.ttl.bz2,false,true,DOUBLE_SLASH_PREFIX,REGENERATE_FROM_URLSPLIT_PATH,downloads.dbpedia.org,190221571,MD5,CONSISTENT,Prompt23C static regeneration
CORE_EN_017,https://downloads.dbpedia.org/2016-10/core-i18n/en/long_abstracts_en.ttl.bz2,/2016-10/core-i18n/en/long_abstracts_en.ttl.bz2,//2016-10/core-i18n/en/long_abstracts_en.ttl.bz2,/2016-10/core-i18n/en/long_abstracts_en.ttl.bz2,false,true,DOUBLE_SLASH_PREFIX,REGENERATE_FROM_URLSPLIT_PATH,downloads.dbpedia.org,818348209,MD5,CONSISTENT,Prompt23C static regeneration
CORE_EN_018,https://downloads.dbpedia.org/2016-10/core-i18n/en/mappingbased_literals_en.ttl.bz2,/2016-10/core-i18n/en/mappingbased_literals_en.ttl.bz2,//2016-10/core-i18n/en/mappingbased_literals_en.ttl.bz2,/2016-10/core-i18n/en/mappingbased_literals_en.ttl.bz2,false,true,DOUBLE_SLASH_PREFIX,REGENERATE_FROM_URLSPLIT_PATH,downloads.dbpedia.org,137316236,MD5,CONSISTENT,Prompt23C static regeneration
CORE_EN_019,https://downloads.dbpedia.org/2016-10/core-i18n/en/mappingbased_objects_en.ttl.bz2,/2016-10/core-i18n/en/mappingbased_objects_en.ttl.bz2,//2016-10/core-i18n/en/mappingbased_objects_en.ttl.bz2,/2016-10/core-i18n/en/mappingbased_objects_en.ttl.bz2,false,true,DOUBLE_SLASH_PREFIX,REGENERATE_FROM_URLSPLIT_PATH,downloads.dbpedia.org,172372141,MD5,CONSISTENT,Prompt23C static regeneration
CORE_EN_020,https://downloads.dbpedia.org/2016-10/core-i18n/en/page_ids_en.ttl.bz2,/2016-10/core-i18n/en/page_ids_en.ttl.bz2,//2016-10/core-i18n/en/page_ids_en.ttl.bz2,/2016-10/core-i18n/en/page_ids_en.ttl.bz2,false,true,DOUBLE_SLASH_PREFIX,REGENERATE_FROM_URLSPLIT_PATH,downloads.dbpedia.org,175257242,MD5,CONSISTENT,Prompt23C static regeneration
CORE_EN_021,https://downloads.dbpedia.org/2016-10/core-i18n/en/persondata_en.ttl.bz2,/2016-10/core-i18n/en/persondata_en.ttl.bz2,//2016-10/core-i18n/en/persondata_en.ttl.bz2,/2016-10/core-i18n/en/persondata_en.ttl.bz2,false,true,DOUBLE_SLASH_PREFIX,REGENERATE_FROM_URLSPLIT_PATH,downloads.dbpedia.org,66513289,MD5,CONSISTENT,Prompt23C static regeneration
CORE_EN_022,https://downloads.dbpedia.org/2016-10/core-i18n/en/revision_ids_en.ttl.bz2,/2016-10/core-i18n/en/revision_ids_en.ttl.bz2,//2016-10/core-i18n/en/revision_ids_en.ttl.bz2,/2016-10/core-i18n/en/revision_ids_en.ttl.bz2,false,true,DOUBLE_SLASH_PREFIX,REGENERATE_FROM_URLSPLIT_PATH,downloads.dbpedia.org,197916335,MD5,CONSISTENT,Prompt23C static regeneration
CORE_EN_023,https://downloads.dbpedia.org/2016-10/core-i18n/en/revision_uris_en.ttl.bz2,/2016-10/core-i18n/en/revision_uris_en.ttl.bz2,//2016-10/core-i18n/en/revision_uris_en.ttl.bz2,/2016-10/core-i18n/en/revision_uris_en.ttl.bz2,false,true,DOUBLE_SLASH_PREFIX,REGENERATE_FROM_URLSPLIT_PATH,downloads.dbpedia.org,261380021,MD5,CONSISTENT,Prompt23C static regeneration
CORE_EN_024,https://downloads.dbpedia.org/2016-10/core-i18n/en/short_abstracts_en.ttl.bz2,/2016-10/core-i18n/en/short_abstracts_en.ttl.bz2,//2016-10/core-i18n/en/short_abstracts_en.ttl.bz2,/2016-10/core-i18n/en/short_abstracts_en.ttl.bz2,false,true,DOUBLE_SLASH_PREFIX,REGENERATE_FROM_URLSPLIT_PATH,downloads.dbpedia.org,547637274,MD5,CONSISTENT,Prompt23C static regeneration
CORE_EN_025,https://downloads.dbpedia.org/2016-10/core-i18n/en/skos_categories_en.ttl.bz2,/2016-10/core-i18n/en/skos_categories_en.ttl.bz2,//2016-10/core-i18n/en/skos_categories_en.ttl.bz2,/2016-10/core-i18n/en/skos_categories_en.ttl.bz2,false,true,DOUBLE_SLASH_PREFIX,REGENERATE_FROM_URLSPLIT_PATH,downloads.dbpedia.org,45681114,MD5,CONSISTENT,Prompt23C static regeneration
CORE_EN_026,https://downloads.dbpedia.org/2016-10/core-i18n/en/specific_mappingbased_properties_en.ttl.bz2,/2016-10/core-i18n/en/specific_mappingbased_properties_en.ttl.bz2,//2016-10/core-i18n/en/specific_mappingbased_properties_en.ttl.bz2,/2016-10/core-i18n/en/specific_mappingbased_properties_en.ttl.bz2,false,true,DOUBLE_SLASH_PREFIX,REGENERATE_FROM_URLSPLIT_PATH,downloads.dbpedia.org,9150864,MD5,CONSISTENT,Prompt23C static regeneration
CORE_EN_027,https://downloads.dbpedia.org/2016-10/core-i18n/en/transitive_redirects_en.ttl.bz2,/2016-10/core-i18n/en/transitive_redirects_en.ttl.bz2,//2016-10/core-i18n/en/transitive_redirects_en.ttl.bz2,/2016-10/core-i18n/en/transitive_redirects_en.ttl.bz2,false,true,DOUBLE_SLASH_PREFIX,REGENERATE_FROM_URLSPLIT_PATH,downloads.dbpedia.org,108901507,MD5,CONSISTENT,Prompt23C static regeneration
CORE_EN_028,https://downloads.dbpedia.org/2016-10/core-i18n/en/uri_same_as_iri_en.ttl.bz2,/2016-10/core-i18n/en/uri_same_as_iri_en.ttl.bz2,//2016-10/core-i18n/en/uri_same_as_iri_en.ttl.bz2,/2016-10/core-i18n/en/uri_same_as_iri_en.ttl.bz2,false,true,DOUBLE_SLASH_PREFIX,REGENERATE_FROM_URLSPLIT_PATH,downloads.dbpedia.org,16221273,MD5,CONSISTENT,Prompt23C static regeneration
CORE_EN_029,https://downloads.dbpedia.org/2016-10/core-i18n/en/wikipedia_links_en.ttl.bz2,/2016-10/core-i18n/en/wikipedia_links_en.ttl.bz2,//2016-10/core-i18n/en/wikipedia_links_en.ttl.bz2,/2016-10/core-i18n/en/wikipedia_links_en.ttl.bz2,false,true,DOUBLE_SLASH_PREFIX,REGENERATE_FROM_URLSPLIT_PATH,downloads.dbpedia.org,317184934,MD5,CONSISTENT,Prompt23C static regeneration
LHD_001,https://downloads.dbpedia.org/2016-10/core-i18n/en/instance_types_lhd_dbo_en.ttl.bz2,/2016-10/core-i18n/en/instance_types_lhd_dbo_en.ttl.bz2,//2016-10/core-i18n/en/instance_types_lhd_dbo_en.ttl.bz2,/2016-10/core-i18n/en/instance_types_lhd_dbo_en.ttl.bz2,false,true,DOUBLE_SLASH_PREFIX,REGENERATE_FROM_URLSPLIT_PATH,downloads.dbpedia.org,39643080,NO_PUBLISHED_MD5,CONSISTENT,Prompt23C static regeneration
LHD_002,https://downloads.dbpedia.org/2016-10/core-i18n/en/instance_types_lhd_ext_en.ttl.bz2,/2016-10/core-i18n/en/instance_types_lhd_ext_en.ttl.bz2,//2016-10/core-i18n/en/instance_types_lhd_ext_en.ttl.bz2,/2016-10/core-i18n/en/instance_types_lhd_ext_en.ttl.bz2,false,true,DOUBLE_SLASH_PREFIX,REGENERATE_FROM_URLSPLIT_PATH,downloads.dbpedia.org,46325495,NO_PUBLISHED_MD5,CONSISTENT,Prompt23C static regeneration
LINKS_001,https://downloads.dbpedia.org/2016-10/links/amsterdammuseum.nt.bz2,/2016-10/links/amsterdammuseum.nt.bz2,//2016-10/links/amsterdammuseum.nt.bz2,/2016-10/links/amsterdammuseum.nt.bz2,false,true,DOUBLE_SLASH_PREFIX,REGENERATE_FROM_URLSPLIT_PATH,downloads.dbpedia.org,6725,MD5,CONSISTENT,Prompt23C static regeneration
LINKS_002,https://downloads.dbpedia.org/2016-10/links/bbc-things_links.nt.bz2,/2016-10/links/bbc-things_links.nt.bz2,//2016-10/links/bbc-things_links.nt.bz2,/2016-10/links/bbc-things_links.nt.bz2,false,true,DOUBLE_SLASH_PREFIX,REGENERATE_FROM_URLSPLIT_PATH,downloads.dbpedia.org,119963,MD5,CONSISTENT,Prompt23C static regeneration
LINKS_003,https://downloads.dbpedia.org/2016-10/links/bbcwildlife_links.nt.bz2,/2016-10/links/bbcwildlife_links.nt.bz2,//2016-10/links/bbcwildlife_links.nt.bz2,/2016-10/links/bbcwildlife_links.nt.bz2,false,true,DOUBLE_SLASH_PREFIX,REGENERATE_FROM_URLSPLIT_PATH,downloads.dbpedia.org,4942,MD5,CONSISTENT,Prompt23C static regeneration
LINKS_004,https://downloads.dbpedia.org/2016-10/links/bl-example.nt.bz2,/2016-10/links/bl-example.nt.bz2,//2016-10/links/bl-example.nt.bz2,/2016-10/links/bl-example.nt.bz2,false,true,DOUBLE_SLASH_PREFIX,REGENERATE_FROM_URLSPLIT_PATH,downloads.dbpedia.org,16970,MD5,CONSISTENT,Prompt23C static regeneration
LINKS_005,https://downloads.dbpedia.org/2016-10/links/bookmashup_links.nt.bz2,/2016-10/links/bookmashup_links.nt.bz2,//2016-10/links/bookmashup_links.nt.bz2,/2016-10/links/bookmashup_links.nt.bz2,false,true,DOUBLE_SLASH_PREFIX,REGENERATE_FROM_URLSPLIT_PATH,downloads.dbpedia.org,72117,MD5,CONSISTENT,Prompt23C static regeneration
LINKS_006,https://downloads.dbpedia.org/2016-10/links/bricklink.nt.bz2,/2016-10/links/bricklink.nt.bz2,//2016-10/links/bricklink.nt.bz2,/2016-10/links/bricklink.nt.bz2,false,true,DOUBLE_SLASH_PREFIX,REGENERATE_FROM_URLSPLIT_PATH,downloads.dbpedia.org,25568,MD5,CONSISTENT,Prompt23C static regeneration
LINKS_007,https://downloads.dbpedia.org/2016-10/links/cordis.nt.bz2,/2016-10/links/cordis.nt.bz2,//2016-10/links/cordis.nt.bz2,/2016-10/links/cordis.nt.bz2,false,true,DOUBLE_SLASH_PREFIX,REGENERATE_FROM_URLSPLIT_PATH,downloads.dbpedia.org,2454,MD5,CONSISTENT,Prompt23C static regeneration
LINKS_008,https://downloads.dbpedia.org/2016-10/links/dataEco_links.nt.bz2,/2016-10/links/dataEco_links.nt.bz2,//2016-10/links/dataEco_links.nt.bz2,/2016-10/links/dataEco_links.nt.bz2,false,true,DOUBLE_SLASH_PREFIX,REGENERATE_FROM_URLSPLIT_PATH,downloads.dbpedia.org,697,MD5,CONSISTENT,Prompt23C static regeneration
LINKS_009,https://downloads.dbpedia.org/2016-10/links/dblp.nt.bz2,/2016-10/links/dblp.nt.bz2,//2016-10/links/dblp.nt.bz2,/2016-10/links/dblp.nt.bz2,false,true,DOUBLE_SLASH_PREFIX,REGENERATE_FROM_URLSPLIT_PATH,downloads.dbpedia.org,2448,MD5,CONSISTENT,Prompt23C static regeneration
LINKS_010,https://downloads.dbpedia.org/2016-10/links/dbtune_links.nt.bz2,/2016-10/links/dbtune_links.nt.bz2,//2016-10/links/dbtune_links.nt.bz2,/2016-10/links/dbtune_links.nt.bz2,false,true,DOUBLE_SLASH_PREFIX,REGENERATE_FROM_URLSPLIT_PATH,downloads.dbpedia.org,16877,MD5,CONSISTENT,Prompt23C static regeneration
LINKS_011,https://downloads.dbpedia.org/2016-10/links/diseasome_links.nt.bz2,/2016-10/links/diseasome_links.nt.bz2,//2016-10/links/diseasome_links.nt.bz2,/2016-10/links/diseasome_links.nt.bz2,false,true,DOUBLE_SLASH_PREFIX,REGENERATE_FROM_URLSPLIT_PATH,downloads.dbpedia.org,19254,MD5,CONSISTENT,Prompt23C static regeneration
LINKS_012,https://downloads.dbpedia.org/2016-10/links/dnb-links.nt.bz2,/2016-10/links/dnb-links.nt.bz2,//2016-10/links/dnb-links.nt.bz2,/2016-10/links/dnb-links.nt.bz2,false,true,DOUBLE_SLASH_PREFIX,REGENERATE_FROM_URLSPLIT_PATH,downloads.dbpedia.org,3264943,MD5,CONSISTENT,Prompt23C static regeneration
LINKS_013,https://downloads.dbpedia.org/2016-10/links/drugbank_links.nt.bz2,/2016-10/links/drugbank_links.nt.bz2,//2016-10/links/drugbank_links.nt.bz2,/2016-10/links/drugbank_links.nt.bz2,false,true,DOUBLE_SLASH_PREFIX,REGENERATE_FROM_URLSPLIT_PATH,downloads.dbpedia.org,32460,MD5,CONSISTENT,Prompt23C static regeneration
LINKS_014,https://downloads.dbpedia.org/2016-10/links/eunis_links.nt.bz2,/2016-10/links/eunis_links.nt.bz2,//2016-10/links/eunis_links.nt.bz2,/2016-10/links/eunis_links.nt.bz2,false,true,DOUBLE_SLASH_PREFIX,REGENERATE_FROM_URLSPLIT_PATH,downloads.dbpedia.org,101388,MD5,CONSISTENT,Prompt23C static regeneration
LINKS_015,https://downloads.dbpedia.org/2016-10/links/eurostat_linkedstatistics_links.nt.bz2,/2016-10/links/eurostat_linkedstatistics_links.nt.bz2,//2016-10/links/eurostat_linkedstatistics_links.nt.bz2,/2016-10/links/eurostat_linkedstatistics_links.nt.bz2,false,true,DOUBLE_SLASH_PREFIX,REGENERATE_FROM_URLSPLIT_PATH,downloads.dbpedia.org,2317,MD5,CONSISTENT,Prompt23C static regeneration
LINKS_016,https://downloads.dbpedia.org/2016-10/links/eurostat_wbsg.nt.bz2,/2016-10/links/eurostat_wbsg.nt.bz2,//2016-10/links/eurostat_wbsg.nt.bz2,/2016-10/links/eurostat_wbsg.nt.bz2,false,true,DOUBLE_SLASH_PREFIX,REGENERATE_FROM_URLSPLIT_PATH,downloads.dbpedia.org,1680,MD5,CONSISTENT,Prompt23C static regeneration
LINKS_017,https://downloads.dbpedia.org/2016-10/links/factbook.nt.bz2,/2016-10/links/factbook.nt.bz2,//2016-10/links/factbook.nt.bz2,/2016-10/links/factbook.nt.bz2,false,true,DOUBLE_SLASH_PREFIX,REGENERATE_FROM_URLSPLIT_PATH,downloads.dbpedia.org,3920,MD5,CONSISTENT,Prompt23C static regeneration
LINKS_018,https://downloads.dbpedia.org/2016-10/links/gadm_links.nt.bz2,/2016-10/links/gadm_links.nt.bz2,//2016-10/links/gadm_links.nt.bz2,/2016-10/links/gadm_links.nt.bz2,false,true,DOUBLE_SLASH_PREFIX,REGENERATE_FROM_URLSPLIT_PATH,downloads.dbpedia.org,299334,MD5,CONSISTENT,Prompt23C static regeneration
LINKS_019,https://downloads.dbpedia.org/2016-10/links/geonames_links.ttl.bz2,/2016-10/links/geonames_links.ttl.bz2,//2016-10/links/geonames_links.ttl.bz2,/2016-10/links/geonames_links.ttl.bz2,false,true,DOUBLE_SLASH_PREFIX,REGENERATE_FROM_URLSPLIT_PATH,downloads.dbpedia.org,4010348,MD5,CONSISTENT,Prompt23C static regeneration
LINKS_020,https://downloads.dbpedia.org/2016-10/links/geospecies.nt.bz2,/2016-10/links/geospecies.nt.bz2,//2016-10/links/geospecies.nt.bz2,/2016-10/links/geospecies.nt.bz2,false,true,DOUBLE_SLASH_PREFIX,REGENERATE_FROM_URLSPLIT_PATH,downloads.dbpedia.org,179865,MD5,CONSISTENT,Prompt23C static regeneration
LINKS_021,https://downloads.dbpedia.org/2016-10/links/gho.nt.bz2,/2016-10/links/gho.nt.bz2,//2016-10/links/gho.nt.bz2,/2016-10/links/gho.nt.bz2,false,true,DOUBLE_SLASH_PREFIX,REGENERATE_FROM_URLSPLIT_PATH,downloads.dbpedia.org,1746,MD5,CONSISTENT,Prompt23C static regeneration
LINKS_022,https://downloads.dbpedia.org/2016-10/links/ispra-core_links.nt.bz2,/2016-10/links/ispra-core_links.nt.bz2,//2016-10/links/ispra-core_links.nt.bz2,/2016-10/links/ispra-core_links.nt.bz2,false,true,DOUBLE_SLASH_PREFIX,REGENERATE_FROM_URLSPLIT_PATH,downloads.dbpedia.org,43237,MD5,CONSISTENT,Prompt23C static regeneration
LINKS_023,https://downloads.dbpedia.org/2016-10/links/italian_public_schools.nt.bz2,/2016-10/links/italian_public_schools.nt.bz2,//2016-10/links/italian_public_schools.nt.bz2,/2016-10/links/italian_public_schools.nt.bz2,false,true,DOUBLE_SLASH_PREFIX,REGENERATE_FROM_URLSPLIT_PATH,downloads.dbpedia.org,49007,MD5,CONSISTENT,Prompt23C static regeneration
LINKS_024,https://downloads.dbpedia.org/2016-10/links/linked_web_apis.nt.bz2,/2016-10/links/linked_web_apis.nt.bz2,//2016-10/links/linked_web_apis.nt.bz2,/2016-10/links/linked_web_apis.nt.bz2,false,true,DOUBLE_SLASH_PREFIX,REGENERATE_FROM_URLSPLIT_PATH,downloads.dbpedia.org,8130,MD5,CONSISTENT,Prompt23C static regeneration
LINKS_025,https://downloads.dbpedia.org/2016-10/links/linkedgeodata_links.nt.bz2,/2016-10/links/linkedgeodata_links.nt.bz2,//2016-10/links/linkedgeodata_links.nt.bz2,/2016-10/links/linkedgeodata_links.nt.bz2,false,true,DOUBLE_SLASH_PREFIX,REGENERATE_FROM_URLSPLIT_PATH,downloads.dbpedia.org,933459,MD5,CONSISTENT,Prompt23C static regeneration
LINKS_026,https://downloads.dbpedia.org/2016-10/links/linkedmdb_links.nt.bz2,/2016-10/links/linkedmdb_links.nt.bz2,//2016-10/links/linkedmdb_links.nt.bz2,/2016-10/links/linkedmdb_links.nt.bz2,false,true,DOUBLE_SLASH_PREFIX,REGENERATE_FROM_URLSPLIT_PATH,downloads.dbpedia.org,130411,MD5,CONSISTENT,Prompt23C static regeneration
LINKS_027,https://downloads.dbpedia.org/2016-10/links/lobid.org_organization.nt.bz2,/2016-10/links/lobid.org_organization.nt.bz2,//2016-10/links/lobid.org_organization.nt.bz2,/2016-10/links/lobid.org_organization.nt.bz2,false,true,DOUBLE_SLASH_PREFIX,REGENERATE_FROM_URLSPLIT_PATH,downloads.dbpedia.org,48102,MD5,CONSISTENT,Prompt23C static regeneration
LINKS_028,https://downloads.dbpedia.org/2016-10/links/logainmie_links.nt.bz2,/2016-10/links/logainmie_links.nt.bz2,//2016-10/links/logainmie_links.nt.bz2,/2016-10/links/logainmie_links.nt.bz2,false,true,DOUBLE_SLASH_PREFIX,REGENERATE_FROM_URLSPLIT_PATH,downloads.dbpedia.org,10814,MD5,CONSISTENT,Prompt23C static regeneration
LINKS_029,https://downloads.dbpedia.org/2016-10/links/manifestation_links.nt.bz2,/2016-10/links/manifestation_links.nt.bz2,//2016-10/links/manifestation_links.nt.bz2,/2016-10/links/manifestation_links.nt.bz2,false,true,DOUBLE_SLASH_PREFIX,REGENERATE_FROM_URLSPLIT_PATH,downloads.dbpedia.org,85035,MD5,CONSISTENT,Prompt23C static regeneration
LINKS_030,https://downloads.dbpedia.org/2016-10/links/nuts_links.nt.bz2,/2016-10/links/nuts_links.nt.bz2,//2016-10/links/nuts_links.nt.bz2,/2016-10/links/nuts_links.nt.bz2,false,true,DOUBLE_SLASH_PREFIX,REGENERATE_FROM_URLSPLIT_PATH,downloads.dbpedia.org,2943,MD5,CONSISTENT,Prompt23C static regeneration
LINKS_031,https://downloads.dbpedia.org/2016-10/links/nytimes.nt.bz2,/2016-10/links/nytimes.nt.bz2,//2016-10/links/nytimes.nt.bz2,/2016-10/links/nytimes.nt.bz2,false,true,DOUBLE_SLASH_PREFIX,REGENERATE_FROM_URLSPLIT_PATH,downloads.dbpedia.org,150955,MD5,CONSISTENT,Prompt23C static regeneration
LINKS_032,https://downloads.dbpedia.org/2016-10/links/ocd_links.nt.bz2,/2016-10/links/ocd_links.nt.bz2,//2016-10/links/ocd_links.nt.bz2,/2016-10/links/ocd_links.nt.bz2,false,true,DOUBLE_SLASH_PREFIX,REGENERATE_FROM_URLSPLIT_PATH,downloads.dbpedia.org,16970,MD5,CONSISTENT,Prompt23C static regeneration
LINKS_033,https://downloads.dbpedia.org/2016-10/links/openei_links.nt.bz2,/2016-10/links/openei_links.nt.bz2,//2016-10/links/openei_links.nt.bz2,/2016-10/links/openei_links.nt.bz2,false,true,DOUBLE_SLASH_PREFIX,REGENERATE_FROM_URLSPLIT_PATH,downloads.dbpedia.org,7615,MD5,CONSISTENT,Prompt23C static regeneration
LINKS_034,https://downloads.dbpedia.org/2016-10/links/organisation_links.nt.bz2,/2016-10/links/organisation_links.nt.bz2,//2016-10/links/organisation_links.nt.bz2,/2016-10/links/organisation_links.nt.bz2,false,true,DOUBLE_SLASH_PREFIX,REGENERATE_FROM_URLSPLIT_PATH,downloads.dbpedia.org,47759,MD5,CONSISTENT,Prompt23C static regeneration
