file_id,scope_class,directory,filename,source_url,serialization,compression,language,dataset_component,graph_target,remote_size_bytes,published_checksum_algorithm,published_checksum,etag,last_modified,payload_requested,required_for_endpoint_equivalent,selection_reason,duplicate_representation,status,evidence
CORE_EN_011,PUBLIC_ENDPOINT_EQUIVALENT_SCOPE,2016-10/core-i18n/en,infobox_properties_en.ttl.bz2,https://downloads.dbpedia.org/2016-10/core-i18n/en/infobox_properties_en.ttl.bz2,turtle,bz2,en,core-resolved-from-checksums,DBPEDIA_2016_10_QALD9_NATIVE_ENDPOINT_EQUIVALENT,492733142,md5,b5b0922a845a3d69c79a7e7c02fa9c17,"""58e3c917-1d5e82d6""","Tue, 04 Apr 2017 16:25:59 GMT",false,true,listed_in_core_checksums_md5_path_resolved_to_core_i18n_en,false,METADATA_SIZE_VERIFIED_PAYLOAD_NOT_ACQUIRED,core/_checksums.md5 + HEAD en
CORE_EN_012,PUBLIC_ENDPOINT_EQUIVALENT_SCOPE,2016-10/core-i18n/en,infobox_property_definitions_en.ttl.bz2,https://downloads.dbpedia.org/2016-10/core-i18n/en/infobox_property_definitions_en.ttl.bz2,turtle,bz2,en,core-resolved-from-checksums,DBPEDIA_2016_10_QALD9_NATIVE_ENDPOINT_EQUIVALENT,788573,md5,30cd9abac73b8d0e797d344bb06e9145,"""58defed2-c085d""","Sat, 01 Apr 2017 01:13:54 GMT",false,true,listed_in_core_checksums_md5_path_resolved_to_core_i18n_en,false,METADATA_SIZE_VERIFIED_PAYLOAD_NOT_ACQUIRED,core/_checksums.md5 + HEAD en
CORE_EN_013,PUBLIC_ENDPOINT_EQUIVALENT_SCOPE,2016-10/core-i18n/en,instance_types_en.ttl.bz2,https://downloads.dbpedia.org/2016-10/core-i18n/en/instance_types_en.ttl.bz2,turtle,bz2,en,core-resolved-from-checksums,DBPEDIA_2016_10_QALD9_NATIVE_ENDPOINT_EQUIVALENT,42351931,md5,0d3531cb72c0cf2399f019c4a0fa9604,"""58defed0-2863d3b""","Sat, 01 Apr 2017 01:13:52 GMT",false,true,listed_in_core_checksums_md5_path_resolved_to_core_i18n_en,false,METADATA_SIZE_VERIFIED_PAYLOAD_NOT_ACQUIRED,core/_checksums.md5 + HEAD en
CORE_EN_014,PUBLIC_ENDPOINT_EQUIVALENT_SCOPE,2016-10/core-i18n/en,instance_types_transitive_en.ttl.bz2,https://downloads.dbpedia.org/2016-10/core-i18n/en/instance_types_transitive_en.ttl.bz2,turtle,bz2,en,core-resolved-from-checksums,DBPEDIA_2016_10_QALD9_NATIVE_ENDPOINT_EQUIVALENT,131023326,md5,dc439fd64f7c56e79d849bbfc93c5dad,"""58defed2-7cf41de""","Sat, 01 Apr 2017 01:13:54 GMT",false,true,listed_in_core_checksums_md5_path_resolved_to_core_i18n_en,false,METADATA_SIZE_VERIFIED_PAYLOAD_NOT_ACQUIRED,core/_checksums.md5 + HEAD en
CORE_EN_015,PUBLIC_ENDPOINT_EQUIVALENT_SCOPE,2016-10/core-i18n/en,interlanguage_links_chapters_en.ttl.bz2,https://downloads.dbpedia.org/2016-10/core-i18n/en/interlanguage_links_chapters_en.ttl.bz2,turtle,bz2,en,core-resolved-from-checksums,DBPEDIA_2016_10_QALD9_NATIVE_ENDPOINT_EQUIVALENT,187246960,md5,ff69bf51d8719832e1264d0bd79f569b,"""58dc28de-b292970""","Wed, 29 Mar 2017 21:36:30 GMT",false,true,listed_in_core_checksums_md5_path_resolved_to_core_i18n_en,false,METADATA_SIZE_VERIFIED_PAYLOAD_NOT_ACQUIRED,core/_checksums.md5 + HEAD en
CORE_EN_016,PUBLIC_ENDPOINT_EQUIVALENT_SCOPE,2016-10/core-i18n/en,labels_en.ttl.bz2,https://downloads.dbpedia.org/2016-10/core-i18n/en/labels_en.ttl.bz2,turtle,bz2,en,core-resolved-from-checksums,DBPEDIA_2016_10_QALD9_NATIVE_ENDPOINT_EQUIVALENT,190221571,md5,436ab66e311d0cbf06dd797565aaed7f,"""58c97bf0-b568d03""","Wed, 15 Mar 2017 17:37:52 GMT",false,true,listed_in_core_checksums_md5_path_resolved_to_core_i18n_en,false,METADATA_SIZE_VERIFIED_PAYLOAD_NOT_ACQUIRED,core/_checksums.md5 + HEAD en
CORE_EN_017,PUBLIC_ENDPOINT_EQUIVALENT_SCOPE,2016-10/core-i18n/en,long_abstracts_en.ttl.bz2,https://downloads.dbpedia.org/2016-10/core-i18n/en/long_abstracts_en.ttl.bz2,turtle,bz2,en,core-resolved-from-checksums,DBPEDIA_2016_10_QALD9_NATIVE_ENDPOINT_EQUIVALENT,818348209,md5,3a95e0ef8dc9455a9838f860c354c319,"""593beaa7-30c700b1""","Sat, 10 Jun 2017 12:48:39 GMT",false,true,listed_in_core_checksums_md5_path_resolved_to_core_i18n_en,false,METADATA_SIZE_VERIFIED_PAYLOAD_NOT_ACQUIRED,core/_checksums.md5 + HEAD en
CORE_EN_018,PUBLIC_ENDPOINT_EQUIVALENT_SCOPE,2016-10/core-i18n/en,mappingbased_literals_en.ttl.bz2,https://downloads.dbpedia.org/2016-10/core-i18n/en/mappingbased_literals_en.ttl.bz2,turtle,bz2,en,core-resolved-from-checksums,DBPEDIA_2016_10_QALD9_NATIVE_ENDPOINT_EQUIVALENT,137316236,md5,117ba7b43d2d56669084c795383eeaff,"""58defed0-82f478c""","Sat, 01 Apr 2017 01:13:52 GMT",false,true,listed_in_core_checksums_md5_path_resolved_to_core_i18n_en,false,METADATA_SIZE_VERIFIED_PAYLOAD_NOT_ACQUIRED,core/_checksums.md5 + HEAD en
CORE_EN_019,PUBLIC_ENDPOINT_EQUIVALENT_SCOPE,2016-10/core-i18n/en,mappingbased_objects_en.ttl.bz2,https://downloads.dbpedia.org/2016-10/core-i18n/en/mappingbased_objects_en.ttl.bz2,turtle,bz2,en,core-resolved-from-checksums,DBPEDIA_2016_10_QALD9_NATIVE_ENDPOINT_EQUIVALENT,172372141,md5,811a0158ac966ff51fce1731ff427eb3,"""592688b1-a4630ad""","Thu, 25 May 2017 07:33:05 GMT",false,true,listed_in_core_checksums_md5_path_resolved_to_core_i18n_en,false,METADATA_SIZE_VERIFIED_PAYLOAD_NOT_ACQUIRED,core/_checksums.md5 + HEAD en
CORE_EN_020,PUBLIC_ENDPOINT_EQUIVALENT_SCOPE,2016-10/core-i18n/en,page_ids_en.ttl.bz2,https://downloads.dbpedia.org/2016-10/core-i18n/en/page_ids_en.ttl.bz2,turtle,bz2,en,core-resolved-from-checksums,DBPEDIA_2016_10_QALD9_NATIVE_ENDPOINT_EQUIVALENT,175257242,md5,96c9d3ca9daf91da610a74cad1977b30,"""58c97bec-a72369a""","Wed, 15 Mar 2017 17:37:48 GMT",false,true,listed_in_core_checksums_md5_path_resolved_to_core_i18n_en,false,METADATA_SIZE_VERIFIED_PAYLOAD_NOT_ACQUIRED,core/_checksums.md5 + HEAD en
CORE_EN_021,PUBLIC_ENDPOINT_EQUIVALENT_SCOPE,2016-10/core-i18n/en,persondata_en.ttl.bz2,https://downloads.dbpedia.org/2016-10/core-i18n/en/persondata_en.ttl.bz2,turtle,bz2,en,core-resolved-from-checksums,DBPEDIA_2016_10_QALD9_NATIVE_ENDPOINT_EQUIVALENT,66513289,md5,57f9fb245bc7f6e43164db9da31b596b,"""595281ae-3f6e989""","Tue, 27 Jun 2017 16:02:54 GMT",false,true,listed_in_core_checksums_md5_path_resolved_to_core_i18n_en,false,METADATA_SIZE_VERIFIED_PAYLOAD_NOT_ACQUIRED,core/_checksums.md5 + HEAD en
CORE_EN_022,PUBLIC_ENDPOINT_EQUIVALENT_SCOPE,2016-10/core-i18n/en,revision_ids_en.ttl.bz2,https://downloads.dbpedia.org/2016-10/core-i18n/en/revision_ids_en.ttl.bz2,turtle,bz2,en,core-resolved-from-checksums,DBPEDIA_2016_10_QALD9_NATIVE_ENDPOINT_EQUIVALENT,197916335,md5,6f1b3582dc8050bf4dbfa3e506ccaaf7,"""58c97bf0-bcbf6af""","Wed, 15 Mar 2017 17:37:52 GMT",false,true,listed_in_core_checksums_md5_path_resolved_to_core_i18n_en,false,METADATA_SIZE_VERIFIED_PAYLOAD_NOT_ACQUIRED,core/_checksums.md5 + HEAD en
CORE_EN_023,PUBLIC_ENDPOINT_EQUIVALENT_SCOPE,2016-10/core-i18n/en,revision_uris_en.ttl.bz2,https://downloads.dbpedia.org/2016-10/core-i18n/en/revision_uris_en.ttl.bz2,turtle,bz2,en,core-resolved-from-checksums,DBPEDIA_2016_10_QALD9_NATIVE_ENDPOINT_EQUIVALENT,261380021,md5,994dcb9bfdf611fd177c512cf598f6c3,"""58c97bf8-f9457b5""","Wed, 15 Mar 2017 17:38:00 GMT",false,true,listed_in_core_checksums_md5_path_resolved_to_core_i18n_en,false,METADATA_SIZE_VERIFIED_PAYLOAD_NOT_ACQUIRED,core/_checksums.md5 + HEAD en
CORE_EN_024,PUBLIC_ENDPOINT_EQUIVALENT_SCOPE,2016-10/core-i18n/en,short_abstracts_en.ttl.bz2,https://downloads.dbpedia.org/2016-10/core-i18n/en/short_abstracts_en.ttl.bz2,turtle,bz2,en,core-resolved-from-checksums,DBPEDIA_2016_10_QALD9_NATIVE_ENDPOINT_EQUIVALENT,547637274,md5,10cb432cb34b2bbac1f4ea3f2ac57782,"""593be9fc-20a4481a""","Sat, 10 Jun 2017 12:45:48 GMT",false,true,listed_in_core_checksums_md5_path_resolved_to_core_i18n_en,false,METADATA_SIZE_VERIFIED_PAYLOAD_NOT_ACQUIRED,core/_checksums.md5 + HEAD en
CORE_EN_025,PUBLIC_ENDPOINT_EQUIVALENT_SCOPE,2016-10/core-i18n/en,skos_categories_en.ttl.bz2,https://downloads.dbpedia.org/2016-10/core-i18n/en/skos_categories_en.ttl.bz2,turtle,bz2,en,core-resolved-from-checksums,DBPEDIA_2016_10_QALD9_NATIVE_ENDPOINT_EQUIVALENT,45681114,md5,22977966069a2c707334ea0562e61d3d,"""58c97bf2-2b909da""","Wed, 15 Mar 2017 17:37:54 GMT",false,true,listed_in_core_checksums_md5_path_resolved_to_core_i18n_en,false,METADATA_SIZE_VERIFIED_PAYLOAD_NOT_ACQUIRED,core/_checksums.md5 + HEAD en
CORE_EN_026,PUBLIC_ENDPOINT_EQUIVALENT_SCOPE,2016-10/core-i18n/en,specific_mappingbased_properties_en.ttl.bz2,https://downloads.dbpedia.org/2016-10/core-i18n/en/specific_mappingbased_properties_en.ttl.bz2,turtle,bz2,en,core-resolved-from-checksums,DBPEDIA_2016_10_QALD9_NATIVE_ENDPOINT_EQUIVALENT,9150864,md5,8f8b990150da54c1276bb1459c0867d4,"""58defed1-8ba190""","Sat, 01 Apr 2017 01:13:53 GMT",false,true,listed_in_core_checksums_md5_path_resolved_to_core_i18n_en,false,METADATA_SIZE_VERIFIED_PAYLOAD_NOT_ACQUIRED,core/_checksums.md5 + HEAD en
CORE_EN_027,PUBLIC_ENDPOINT_EQUIVALENT_SCOPE,2016-10/core-i18n/en,transitive_redirects_en.ttl.bz2,https://downloads.dbpedia.org/2016-10/core-i18n/en/transitive_redirects_en.ttl.bz2,turtle,bz2,en,core-resolved-from-checksums,DBPEDIA_2016_10_QALD9_NATIVE_ENDPOINT_EQUIVALENT,108901507,md5,766cde4cfddc660e086cbd8816c8021b,"""595e2ba8-67db483""","Thu, 06 Jul 2017 12:23:04 GMT",false,true,listed_in_core_checksums_md5_path_resolved_to_core_i18n_en,false,METADATA_SIZE_VERIFIED_PAYLOAD_NOT_ACQUIRED,core/_checksums.md5 + HEAD en
CORE_EN_028,PUBLIC_ENDPOINT_EQUIVALENT_SCOPE,2016-10/core-i18n/en,uri_same_as_iri_en.ttl.bz2,https://downloads.dbpedia.org/2016-10/core-i18n/en/uri_same_as_iri_en.ttl.bz2,turtle,bz2,en,core-resolved-from-checksums,DBPEDIA_2016_10_QALD9_NATIVE_ENDPOINT_EQUIVALENT,16221273,md5,37eed571dc2b401244288103c8b6c761,"""5959b9d9-f78459""","Mon, 03 Jul 2017 03:28:25 GMT",false,true,listed_in_core_checksums_md5_path_resolved_to_core_i18n_en,false,METADATA_SIZE_VERIFIED_PAYLOAD_NOT_ACQUIRED,core/_checksums.md5 + HEAD en
CORE_EN_029,PUBLIC_ENDPOINT_EQUIVALENT_SCOPE,2016-10/core-i18n/en,wikipedia_links_en.ttl.bz2,https://downloads.dbpedia.org/2016-10/core-i18n/en/wikipedia_links_en.ttl.bz2,turtle,bz2,en,core-resolved-from-checksums,DBPEDIA_2016_10_QALD9_NATIVE_ENDPOINT_EQUIVALENT,317184934,md5,27d2a1e91eefc305a30289508dcb48df,"""58c97bf5-12e7dba6""","Wed, 15 Mar 2017 17:37:57 GMT",false,true,listed_in_core_checksums_md5_path_resolved_to_core_i18n_en,false,METADATA_SIZE_VERIFIED_PAYLOAD_NOT_ACQUIRED,core/_checksums.md5 + HEAD en
LHD_001,PUBLIC_ENDPOINT_EQUIVALENT_SCOPE,2016-10/core-i18n/en,instance_types_lhd_dbo_en.ttl.bz2,https://downloads.dbpedia.org/2016-10/core-i18n/en/instance_types_lhd_dbo_en.ttl.bz2,turtle,bz2,en,lhd_extension,DBPEDIA_2016_10_QALD9_NATIVE_ENDPOINT_EQUIVALENT,39643080,,,,,false,true,explicit_in_dbpedia_sparql_resources_historical_endpoint_list,false,METADATA_SIZE_VERIFIED_CHECKSUM_NOT_IN_CORE_MD5_PAYLOAD_NOT_ACQUIRED,www.dbpedia.org/resources/sparql/
LHD_002,PUBLIC_ENDPOINT_EQUIVALENT_SCOPE,2016-10/core-i18n/en,instance_types_lhd_ext_en.ttl.bz2,https://downloads.dbpedia.org/2016-10/core-i18n/en/instance_types_lhd_ext_en.ttl.bz2,turtle,bz2,en,lhd_extension,DBPEDIA_2016_10_QALD9_NATIVE_ENDPOINT_EQUIVALENT,46325495,,,,,false,true,explicit_in_dbpedia_sparql_resources_historical_endpoint_list,false,METADATA_SIZE_VERIFIED_CHECKSUM_NOT_IN_CORE_MD5_PAYLOAD_NOT_ACQUIRED,www.dbpedia.org/resources/sparql/
LINKS_001,PUBLIC_ENDPOINT_EQUIVALENT_SCOPE,2016-10/links,amsterdammuseum.nt.bz2,https://downloads.dbpedia.org/2016-10/links/amsterdammuseum.nt.bz2,ntriples,bz2,n/a,links,DBPEDIA_2016_10_QALD9_NATIVE_ENDPOINT_EQUIVALENT,6725,md5,d6717c637a8f46455553dfc91855c097,"""592f3ce7-1a45""","Wed, 31 May 2017 22:00:07 GMT",false,true,directory_links_historical_endpoint,false,METADATA_SIZE_VERIFIED_PAYLOAD_NOT_ACQUIRED,links/ listing + HEAD + _checksums.md5
LINKS_002,PUBLIC_ENDPOINT_EQUIVALENT_SCOPE,2016-10/links,bbc-things_links.nt.bz2,https://downloads.dbpedia.org/2016-10/links/bbc-things_links.nt.bz2,ntriples,bz2,n/a,links,DBPEDIA_2016_10_QALD9_NATIVE_ENDPOINT_EQUIVALENT,119963,md5,131eff69a1728eb1542749a1aeb51e72,"""592f3ce6-1d49b""","Wed, 31 May 2017 22:00:06 GMT",false,true,directory_links_historical_endpoint,false,METADATA_SIZE_VERIFIED_PAYLOAD_NOT_ACQUIRED,links/ listing + HEAD + _checksums.md5
LINKS_003,PUBLIC_ENDPOINT_EQUIVALENT_SCOPE,2016-10/links,bbcwildlife_links.nt.bz2,https://downloads.dbpedia.org/2016-10/links/bbcwildlife_links.nt.bz2,ntriples,bz2,n/a,links,DBPEDIA_2016_10_QALD9_NATIVE_ENDPOINT_EQUIVALENT,4942,md5,a90ce758e20ea2d17261eedfaff56a15,"""592f3ce7-134e""","Wed, 31 May 2017 22:00:07 GMT",false,true,directory_links_historical_endpoint,false,METADATA_SIZE_VERIFIED_PAYLOAD_NOT_ACQUIRED,links/ listing + HEAD + _checksums.md5
LINKS_004,PUBLIC_ENDPOINT_EQUIVALENT_SCOPE,2016-10/links,bl-example.nt.bz2,https://downloads.dbpedia.org/2016-10/links/bl-example.nt.bz2,ntriples,bz2,n/a,links,DBPEDIA_2016_10_QALD9_NATIVE_ENDPOINT_EQUIVALENT,16970,md5,9808bf59acf9903fcdb6876a24f213fa,"""592f3ce3-424a""","Wed, 31 May 2017 22:00:03 GMT",false,true,directory_links_historical_endpoint,false,METADATA_SIZE_VERIFIED_PAYLOAD_NOT_ACQUIRED,links/ listing + HEAD + _checksums.md5
LINKS_005,PUBLIC_ENDPOINT_EQUIVALENT_SCOPE,2016-10/links,bookmashup_links.nt.bz2,https://downloads.dbpedia.org/2016-10/links/bookmashup_links.nt.bz2,ntriples,bz2,n/a,links,DBPEDIA_2016_10_QALD9_NATIVE_ENDPOINT_EQUIVALENT,72117,md5,0b434102ccbfe51a02d8e17e5e37fc25,"""592f3ce6-119b5""","Wed, 31 May 2017 22:00:06 GMT",false,true,directory_links_historical_endpoint,false,METADATA_SIZE_VERIFIED_PAYLOAD_NOT_ACQUIRED,links/ listing + HEAD + _checksums.md5
LINKS_006,PUBLIC_ENDPOINT_EQUIVALENT_SCOPE,2016-10/links,bricklink.nt.bz2,https://downloads.dbpedia.org/2016-10/links/bricklink.nt.bz2,ntriples,bz2,n/a,links,DBPEDIA_2016_10_QALD9_NATIVE_ENDPOINT_EQUIVALENT,25568,md5,55760a0645d0e588ed4cce36ec61fe56,"""592f3ce7-63e0""","Wed, 31 May 2017 22:00:07 GMT",false,true,directory_links_historical_endpoint,false,METADATA_SIZE_VERIFIED_PAYLOAD_NOT_ACQUIRED,links/ listing + HEAD + _checksums.md5
LINKS_007,PUBLIC_ENDPOINT_EQUIVALENT_SCOPE,2016-10/links,cordis.nt.bz2,https://downloads.dbpedia.org/2016-10/links/cordis.nt.bz2,ntriples,bz2,n/a,links,DBPEDIA_2016_10_QALD9_NATIVE_ENDPOINT_EQUIVALENT,2454,md5,dff6c01e60fccf0f045991098de42a10,"""592f3ce7-996""","Wed, 31 May 2017 22:00:07 GMT",false,true,directory_links_historical_endpoint,false,METADATA_SIZE_VERIFIED_PAYLOAD_NOT_ACQUIRED,links/ listing + HEAD + _checksums.md5
LINKS_008,PUBLIC_ENDPOINT_EQUIVALENT_SCOPE,2016-10/links,dataEco_links.nt.bz2,https://downloads.dbpedia.org/2016-10/links/dataEco_links.nt.bz2,ntriples,bz2,n/a,links,DBPEDIA_2016_10_QALD9_NATIVE_ENDPOINT_EQUIVALENT,697,md5,c69d25ffe00c6693feee0768e4e4d09b,"""592f3ce6-2b9""","Wed, 31 May 2017 22:00:06 GMT",false,true,directory_links_historical_endpoint,false,METADATA_SIZE_VERIFIED_PAYLOAD_NOT_ACQUIRED,links/ listing + HEAD + _checksums.md5
LINKS_009,PUBLIC_ENDPOINT_EQUIVALENT_SCOPE,2016-10/links,dblp.nt.bz2,https://downloads.dbpedia.org/2016-10/links/dblp.nt.bz2,ntriples,bz2,n/a,links,DBPEDIA_2016_10_QALD9_NATIVE_ENDPOINT_EQUIVALENT,2448,md5,580c0d9e94672a28ad498b9ea970a331,"""592f3ce7-990""","Wed, 31 May 2017 22:00:07 GMT",false,true,directory_links_historical_endpoint,false,METADATA_SIZE_VERIFIED_PAYLOAD_NOT_ACQUIRED,links/ listing + HEAD + _checksums.md5
LINKS_010,PUBLIC_ENDPOINT_EQUIVALENT_SCOPE,2016-10/links,dbtune_links.nt.bz2,https://downloads.dbpedia.org/2016-10/links/dbtune_links.nt.bz2,ntriples,bz2,n/a,links,DBPEDIA_2016_10_QALD9_NATIVE_ENDPOINT_EQUIVALENT,16877,md5,d4fb7ace219722f9108b923e3bed391d,"""592f3ce7-41ed""","Wed, 31 May 2017 22:00:07 GMT",false,true,directory_links_historical_endpoint,false,METADATA_SIZE_VERIFIED_PAYLOAD_NOT_ACQUIRED,links/ listing + HEAD + _checksums.md5
LINKS_011,PUBLIC_ENDPOINT_EQUIVALENT_SCOPE,2016-10/links,diseasome_links.nt.bz2,https://downloads.dbpedia.org/2016-10/links/diseasome_links.nt.bz2,ntriples,bz2,n/a,links,DBPEDIA_2016_10_QALD9_NATIVE_ENDPOINT_EQUIVALENT,19254,md5,1038381e5d92bcfe75cf55f20caa5af5,"""592f3ce6-4b36""","Wed, 31 May 2017 22:00:06 GMT",false,true,directory_links_historical_endpoint,false,METADATA_SIZE_VERIFIED_PAYLOAD_NOT_ACQUIRED,links/ listing + HEAD + _checksums.md5
LINKS_012,PUBLIC_ENDPOINT_EQUIVALENT_SCOPE,2016-10/links,dnb-links.nt.bz2,https://downloads.dbpedia.org/2016-10/links/dnb-links.nt.bz2,ntriples,bz2,n/a,links,DBPEDIA_2016_10_QALD9_NATIVE_ENDPOINT_EQUIVALENT,3264943,md5,4502d6c3f68e8a8732856da5421fe74a,"""59560c0e-31d1af""","Fri, 30 Jun 2017 08:30:06 GMT",false,true,directory_links_historical_endpoint,false,METADATA_SIZE_VERIFIED_PAYLOAD_NOT_ACQUIRED,links/ listing + HEAD + _checksums.md5
