file_identity,prompt23_status,prompt23b_status,change_type,old_url,new_url,old_size,new_size,old_requirement,new_requirement,reason,evidence
interlanguage_links_chapters_en.ttl.bz2,METADATA_SIZE_VERIFIED_PAYLOAD_NOT_ACQUIRED,RETAINED_CANONICAL,UNCHANGED,https://downloads.dbpedia.org/2016-10/core-i18n/en/interlanguage_links_chapters_en.ttl.bz2,https://downloads.dbpedia.org/2016-10/core-i18n/en/interlanguage_links_chapters_en.ttl.bz2,187246960,187246960,true,true,retained,Prompt23B
labels_en.ttl.bz2,METADATA_SIZE_VERIFIED_PAYLOAD_NOT_ACQUIRED,RETAINED_CANONICAL,UNCHANGED,https://downloads.dbpedia.org/2016-10/core-i18n/en/labels_en.ttl.bz2,https://downloads.dbpedia.org/2016-10/core-i18n/en/labels_en.ttl.bz2,190221571,190221571,true,true,retained,Prompt23B
long_abstracts_en.ttl.bz2,METADATA_SIZE_VERIFIED_PAYLOAD_NOT_ACQUIRED,RETAINED_CANONICAL,UNCHANGED,https://downloads.dbpedia.org/2016-10/core-i18n/en/long_abstracts_en.ttl.bz2,https://downloads.dbpedia.org/2016-10/core-i18n/en/long_abstracts_en.ttl.bz2,818348209,818348209,true,true,retained,Prompt23B
mappingbased_literals_en.ttl.bz2,METADATA_SIZE_VERIFIED_PAYLOAD_NOT_ACQUIRED,RETAINED_CANONICAL,UNCHANGED,https://downloads.dbpedia.org/2016-10/core-i18n/en/mappingbased_literals_en.ttl.bz2,https://downloads.dbpedia.org/2016-10/core-i18n/en/mappingbased_literals_en.ttl.bz2,137316236,137316236,true,true,retained,Prompt23B
mappingbased_objects_en.ttl.bz2,METADATA_SIZE_VERIFIED_PAYLOAD_NOT_ACQUIRED,RETAINED_CANONICAL,UNCHANGED,https://downloads.dbpedia.org/2016-10/core-i18n/en/mappingbased_objects_en.ttl.bz2,https://downloads.dbpedia.org/2016-10/core-i18n/en/mappingbased_objects_en.ttl.bz2,172372141,172372141,true,true,retained,Prompt23B
page_ids_en.ttl.bz2,METADATA_SIZE_VERIFIED_PAYLOAD_NOT_ACQUIRED,RETAINED_CANONICAL,UNCHANGED,https://downloads.dbpedia.org/2016-10/core-i18n/en/page_ids_en.ttl.bz2,https://downloads.dbpedia.org/2016-10/core-i18n/en/page_ids_en.ttl.bz2,175257242,175257242,true,true,retained,Prompt23B
persondata_en.ttl.bz2,METADATA_SIZE_VERIFIED_PAYLOAD_NOT_ACQUIRED,RETAINED_CANONICAL,UNCHANGED,https://downloads.dbpedia.org/2016-10/core-i18n/en/persondata_en.ttl.bz2,https://downloads.dbpedia.org/2016-10/core-i18n/en/persondata_en.ttl.bz2,66513289,66513289,true,true,retained,Prompt23B
revision_ids_en.ttl.bz2,METADATA_SIZE_VERIFIED_PAYLOAD_NOT_ACQUIRED,RETAINED_CANONICAL,UNCHANGED,https://downloads.dbpedia.org/2016-10/core-i18n/en/revision_ids_en.ttl.bz2,https://downloads.dbpedia.org/2016-10/core-i18n/en/revision_ids_en.ttl.bz2,197916335,197916335,true,true,retained,Prompt23B
revision_uris_en.ttl.bz2,METADATA_SIZE_VERIFIED_PAYLOAD_NOT_ACQUIRED,RETAINED_CANONICAL,UNCHANGED,https://downloads.dbpedia.org/2016-10/core-i18n/en/revision_uris_en.ttl.bz2,https://downloads.dbpedia.org/2016-10/core-i18n/en/revision_uris_en.ttl.bz2,261380021,261380021,true,true,retained,Prompt23B
short_abstracts_en.ttl.bz2,METADATA_SIZE_VERIFIED_PAYLOAD_NOT_ACQUIRED,RETAINED_CANONICAL,UNCHANGED,https://downloads.dbpedia.org/2016-10/core-i18n/en/short_abstracts_en.ttl.bz2,https://downloads.dbpedia.org/2016-10/core-i18n/en/short_abstracts_en.ttl.bz2,547637274,547637274,true,true,retained,Prompt23B
skos_categories_en.ttl.bz2,METADATA_SIZE_VERIFIED_PAYLOAD_NOT_ACQUIRED,RETAINED_CANONICAL,UNCHANGED,https://downloads.dbpedia.org/2016-10/core-i18n/en/skos_categories_en.ttl.bz2,https://downloads.dbpedia.org/2016-10/core-i18n/en/skos_categories_en.ttl.bz2,45681114,45681114,true,true,retained,Prompt23B
specific_mappingbased_properties_en.ttl.bz2,METADATA_SIZE_VERIFIED_PAYLOAD_NOT_ACQUIRED,RETAINED_CANONICAL,UNCHANGED,https://downloads.dbpedia.org/2016-10/core-i18n/en/specific_mappingbased_properties_en.ttl.bz2,https://downloads.dbpedia.org/2016-10/core-i18n/en/specific_mappingbased_properties_en.ttl.bz2,9150864,9150864,true,true,retained,Prompt23B
transitive_redirects_en.ttl.bz2,METADATA_SIZE_VERIFIED_PAYLOAD_NOT_ACQUIRED,RETAINED_CANONICAL,UNCHANGED,https://downloads.dbpedia.org/2016-10/core-i18n/en/transitive_redirects_en.ttl.bz2,https://downloads.dbpedia.org/2016-10/core-i18n/en/transitive_redirects_en.ttl.bz2,108901507,108901507,true,true,retained,Prompt23B
uri_same_as_iri_en.ttl.bz2,METADATA_SIZE_VERIFIED_PAYLOAD_NOT_ACQUIRED,RETAINED_CANONICAL,UNCHANGED,https://downloads.dbpedia.org/2016-10/core-i18n/en/uri_same_as_iri_en.ttl.bz2,https://downloads.dbpedia.org/2016-10/core-i18n/en/uri_same_as_iri_en.ttl.bz2,16221273,16221273,true,true,retained,Prompt23B
wikipedia_links_en.ttl.bz2,METADATA_SIZE_VERIFIED_PAYLOAD_NOT_ACQUIRED,RETAINED_CANONICAL,UNCHANGED,https://downloads.dbpedia.org/2016-10/core-i18n/en/wikipedia_links_en.ttl.bz2,https://downloads.dbpedia.org/2016-10/core-i18n/en/wikipedia_links_en.ttl.bz2,317184934,317184934,true,true,retained,Prompt23B
instance_types_lhd_dbo_en.ttl.bz2,METADATA_SIZE_VERIFIED_CHECKSUM_NOT_IN_CORE_MD5_PAYLOAD_NOT_ACQUIRED,RETAINED_CANONICAL,UNCHANGED,https://downloads.dbpedia.org/2016-10/core-i18n/en/instance_types_lhd_dbo_en.ttl.bz2,https://downloads.dbpedia.org/2016-10/core-i18n/en/instance_types_lhd_dbo_en.ttl.bz2,39643080,39643080,true,true,retained,Prompt23B
instance_types_lhd_ext_en.ttl.bz2,METADATA_SIZE_VERIFIED_CHECKSUM_NOT_IN_CORE_MD5_PAYLOAD_NOT_ACQUIRED,RETAINED_CANONICAL,UNCHANGED,https://downloads.dbpedia.org/2016-10/core-i18n/en/instance_types_lhd_ext_en.ttl.bz2,https://downloads.dbpedia.org/2016-10/core-i18n/en/instance_types_lhd_ext_en.ttl.bz2,46325495,46325495,true,true,retained,Prompt23B
amsterdammuseum.nt.bz2,METADATA_SIZE_VERIFIED_PAYLOAD_NOT_ACQUIRED,RETAINED_CANONICAL,UNCHANGED,https://downloads.dbpedia.org/2016-10/links/amsterdammuseum.nt.bz2,https://downloads.dbpedia.org/2016-10/links/amsterdammuseum.nt.bz2,6725,6725,true,true,retained,Prompt23B
bbc-things_links.nt.bz2,METADATA_SIZE_VERIFIED_PAYLOAD_NOT_ACQUIRED,RETAINED_CANONICAL,UNCHANGED,https://downloads.dbpedia.org/2016-10/links/bbc-things_links.nt.bz2,https://downloads.dbpedia.org/2016-10/links/bbc-things_links.nt.bz2,119963,119963,true,true,retained,Prompt23B
bbcwildlife_links.nt.bz2,METADATA_SIZE_VERIFIED_PAYLOAD_NOT_ACQUIRED,RETAINED_CANONICAL,UNCHANGED,https://downloads.dbpedia.org/2016-10/links/bbcwildlife_links.nt.bz2,https://downloads.dbpedia.org/2016-10/links/bbcwildlife_links.nt.bz2,4942,4942,true,true,retained,Prompt23B
bl-example.nt.bz2,METADATA_SIZE_VERIFIED_PAYLOAD_NOT_ACQUIRED,RETAINED_CANONICAL,UNCHANGED,https://downloads.dbpedia.org/2016-10/links/bl-example.nt.bz2,https://downloads.dbpedia.org/2016-10/links/bl-example.nt.bz2,16970,16970,true,true,retained,Prompt23B
bookmashup_links.nt.bz2,METADATA_SIZE_VERIFIED_PAYLOAD_NOT_ACQUIRED,RETAINED_CANONICAL,UNCHANGED,https://downloads.dbpedia.org/2016-10/links/bookmashup_links.nt.bz2,https://downloads.dbpedia.org/2016-10/links/bookmashup_links.nt.bz2,72117,72117,true,true,retained,Prompt23B
bricklink.nt.bz2,METADATA_SIZE_VERIFIED_PAYLOAD_NOT_ACQUIRED,RETAINED_CANONICAL,UNCHANGED,https://downloads.dbpedia.org/2016-10/links/bricklink.nt.bz2,https://downloads.dbpedia.org/2016-10/links/bricklink.nt.bz2,25568,25568,true,true,retained,Prompt23B
cordis.nt.bz2,METADATA_SIZE_VERIFIED_PAYLOAD_NOT_ACQUIRED,RETAINED_CANONICAL,UNCHANGED,https://downloads.dbpedia.org/2016-10/links/cordis.nt.bz2,https://downloads.dbpedia.org/2016-10/links/cordis.nt.bz2,2454,2454,true,true,retained,Prompt23B
dataEco_links.nt.bz2,METADATA_SIZE_VERIFIED_PAYLOAD_NOT_ACQUIRED,RETAINED_CANONICAL,UNCHANGED,https://downloads.dbpedia.org/2016-10/links/dataEco_links.nt.bz2,https://downloads.dbpedia.org/2016-10/links/dataEco_links.nt.bz2,697,697,true,true,retained,Prompt23B
dblp.nt.bz2,METADATA_SIZE_VERIFIED_PAYLOAD_NOT_ACQUIRED,RETAINED_CANONICAL,UNCHANGED,https://downloads.dbpedia.org/2016-10/links/dblp.nt.bz2,https://downloads.dbpedia.org/2016-10/links/dblp.nt.bz2,2448,2448,true,true,retained,Prompt23B
dbtune_links.nt.bz2,METADATA_SIZE_VERIFIED_PAYLOAD_NOT_ACQUIRED,RETAINED_CANONICAL,UNCHANGED,https://downloads.dbpedia.org/2016-10/links/dbtune_links.nt.bz2,https://downloads.dbpedia.org/2016-10/links/dbtune_links.nt.bz2,16877,16877,true,true,retained,Prompt23B
diseasome_links.nt.bz2,METADATA_SIZE_VERIFIED_PAYLOAD_NOT_ACQUIRED,RETAINED_CANONICAL,UNCHANGED,https://downloads.dbpedia.org/2016-10/links/diseasome_links.nt.bz2,https://downloads.dbpedia.org/2016-10/links/diseasome_links.nt.bz2,19254,19254,true,true,retained,Prompt23B
dnb-links.nt.bz2,METADATA_SIZE_VERIFIED_PAYLOAD_NOT_ACQUIRED,RETAINED_CANONICAL,UNCHANGED,https://downloads.dbpedia.org/2016-10/links/dnb-links.nt.bz2,https://downloads.dbpedia.org/2016-10/links/dnb-links.nt.bz2,3264943,3264943,true,true,retained,Prompt23B
drugbank_links.nt.bz2,METADATA_SIZE_VERIFIED_PAYLOAD_NOT_ACQUIRED,RETAINED_CANONICAL,UNCHANGED,https://downloads.dbpedia.org/2016-10/links/drugbank_links.nt.bz2,https://downloads.dbpedia.org/2016-10/links/drugbank_links.nt.bz2,32460,32460,true,true,retained,Prompt23B
eunis_links.nt.bz2,METADATA_SIZE_VERIFIED_PAYLOAD_NOT_ACQUIRED,RETAINED_CANONICAL,UNCHANGED,https://downloads.dbpedia.org/2016-10/links/eunis_links.nt.bz2,https://downloads.dbpedia.org/2016-10/links/eunis_links.nt.bz2,101388,101388,true,true,retained,Prompt23B
eurostat_linkedstatistics_links.nt.bz2,METADATA_SIZE_VERIFIED_PAYLOAD_NOT_ACQUIRED,RETAINED_CANONICAL,UNCHANGED,https://downloads.dbpedia.org/2016-10/links/eurostat_linkedstatistics_links.nt.bz2,https://downloads.dbpedia.org/2016-10/links/eurostat_linkedstatistics_links.nt.bz2,2317,2317,true,true,retained,Prompt23B
eurostat_wbsg.nt.bz2,METADATA_SIZE_VERIFIED_PAYLOAD_NOT_ACQUIRED,RETAINED_CANONICAL,UNCHANGED,https://downloads.dbpedia.org/2016-10/links/eurostat_wbsg.nt.bz2,https://downloads.dbpedia.org/2016-10/links/eurostat_wbsg.nt.bz2,1680,1680,true,true,retained,Prompt23B
factbook.nt.bz2,METADATA_SIZE_VERIFIED_PAYLOAD_NOT_ACQUIRED,RETAINED_CANONICAL,UNCHANGED,https://downloads.dbpedia.org/2016-10/links/factbook.nt.bz2,https://downloads.dbpedia.org/2016-10/links/factbook.nt.bz2,3920,3920,true,true,retained,Prompt23B
gadm_links.nt.bz2,METADATA_SIZE_VERIFIED_PAYLOAD_NOT_ACQUIRED,RETAINED_CANONICAL,UNCHANGED,https://downloads.dbpedia.org/2016-10/links/gadm_links.nt.bz2,https://downloads.dbpedia.org/2016-10/links/gadm_links.nt.bz2,299334,299334,true,true,retained,Prompt23B
geonames_links.ttl.bz2,METADATA_SIZE_VERIFIED_PAYLOAD_NOT_ACQUIRED,RETAINED_CANONICAL,UNCHANGED,https://downloads.dbpedia.org/2016-10/links/geonames_links.ttl.bz2,https://downloads.dbpedia.org/2016-10/links/geonames_links.ttl.bz2,4010348,4010348,true,true,retained,Prompt23B
geospecies.nt.bz2,METADATA_SIZE_VERIFIED_PAYLOAD_NOT_ACQUIRED,RETAINED_CANONICAL,UNCHANGED,https://downloads.dbpedia.org/2016-10/links/geospecies.nt.bz2,https://downloads.dbpedia.org/2016-10/links/geospecies.nt.bz2,179865,179865,true,true,retained,Prompt23B
gho.nt.bz2,METADATA_SIZE_VERIFIED_PAYLOAD_NOT_ACQUIRED,RETAINED_CANONICAL,UNCHANGED,https://downloads.dbpedia.org/2016-10/links/gho.nt.bz2,https://downloads.dbpedia.org/2016-10/links/gho.nt.bz2,1746,1746,true,true,retained,Prompt23B
ispra-core_links.nt.bz2,METADATA_SIZE_VERIFIED_PAYLOAD_NOT_ACQUIRED,RETAINED_CANONICAL,UNCHANGED,https://downloads.dbpedia.org/2016-10/links/ispra-core_links.nt.bz2,https://downloads.dbpedia.org/2016-10/links/ispra-core_links.nt.bz2,43237,43237,true,true,retained,Prompt23B
italian_public_schools.nt.bz2,METADATA_SIZE_VERIFIED_PAYLOAD_NOT_ACQUIRED,RETAINED_CANONICAL,UNCHANGED,https://downloads.dbpedia.org/2016-10/links/italian_public_schools.nt.bz2,https://downloads.dbpedia.org/2016-10/links/italian_public_schools.nt.bz2,49007,49007,true,true,retained,Prompt23B
linked_web_apis.nt.bz2,METADATA_SIZE_VERIFIED_PAYLOAD_NOT_ACQUIRED,RETAINED_CANONICAL,UNCHANGED,https://downloads.dbpedia.org/2016-10/links/linked_web_apis.nt.bz2,https://downloads.dbpedia.org/2016-10/links/linked_web_apis.nt.bz2,8130,8130,true,true,retained,Prompt23B
linkedgeodata_links.nt.bz2,METADATA_SIZE_VERIFIED_PAYLOAD_NOT_ACQUIRED,RETAINED_CANONICAL,UNCHANGED,https://downloads.dbpedia.org/2016-10/links/linkedgeodata_links.nt.bz2,https://downloads.dbpedia.org/2016-10/links/linkedgeodata_links.nt.bz2,933459,933459,true,true,retained,Prompt23B
linkedmdb_links.nt.bz2,METADATA_SIZE_VERIFIED_PAYLOAD_NOT_ACQUIRED,RETAINED_CANONICAL,UNCHANGED,https://downloads.dbpedia.org/2016-10/links/linkedmdb_links.nt.bz2,https://downloads.dbpedia.org/2016-10/links/linkedmdb_links.nt.bz2,130411,130411,true,true,retained,Prompt23B
lobid.org_organization.nt.bz2,METADATA_SIZE_VERIFIED_PAYLOAD_NOT_ACQUIRED,RETAINED_CANONICAL,UNCHANGED,https://downloads.dbpedia.org/2016-10/links/lobid.org_organization.nt.bz2,https://downloads.dbpedia.org/2016-10/links/lobid.org_organization.nt.bz2,48102,48102,true,true,retained,Prompt23B
logainmie_links.nt.bz2,METADATA_SIZE_VERIFIED_PAYLOAD_NOT_ACQUIRED,RETAINED_CANONICAL,UNCHANGED,https://downloads.dbpedia.org/2016-10/links/logainmie_links.nt.bz2,https://downloads.dbpedia.org/2016-10/links/logainmie_links.nt.bz2,10814,10814,true,true,retained,Prompt23B
manifestation_links.nt.bz2,METADATA_SIZE_VERIFIED_PAYLOAD_NOT_ACQUIRED,RETAINED_CANONICAL,UNCHANGED,https://downloads.dbpedia.org/2016-10/links/manifestation_links.nt.bz2,https://downloads.dbpedia.org/2016-10/links/manifestation_links.nt.bz2,85035,85035,true,true,retained,Prompt23B
nuts_links.nt.bz2,METADATA_SIZE_VERIFIED_PAYLOAD_NOT_ACQUIRED,RETAINED_CANONICAL,UNCHANGED,https://downloads.dbpedia.org/2016-10/links/nuts_links.nt.bz2,https://downloads.dbpedia.org/2016-10/links/nuts_links.nt.bz2,2943,2943,true,true,retained,Prompt23B
nytimes.nt.bz2,METADATA_SIZE_VERIFIED_PAYLOAD_NOT_ACQUIRED,RETAINED_CANONICAL,UNCHANGED,https://downloads.dbpedia.org/2016-10/links/nytimes.nt.bz2,https://downloads.dbpedia.org/2016-10/links/nytimes.nt.bz2,150955,150955,true,true,retained,Prompt23B
ocd_links.nt.bz2,METADATA_SIZE_VERIFIED_PAYLOAD_NOT_ACQUIRED,RETAINED_CANONICAL,UNCHANGED,https://downloads.dbpedia.org/2016-10/links/ocd_links.nt.bz2,https://downloads.dbpedia.org/2016-10/links/ocd_links.nt.bz2,16970,16970,true,true,retained,Prompt23B
openei_links.nt.bz2,METADATA_SIZE_VERIFIED_PAYLOAD_NOT_ACQUIRED,RETAINED_CANONICAL,UNCHANGED,https://downloads.dbpedia.org/2016-10/links/openei_links.nt.bz2,https://downloads.dbpedia.org/2016-10/links/openei_links.nt.bz2,7615,7615,true,true,retained,Prompt23B
organisation_links.nt.bz2,METADATA_SIZE_VERIFIED_PAYLOAD_NOT_ACQUIRED,RETAINED_CANONICAL,UNCHANGED,https://downloads.dbpedia.org/2016-10/links/organisation_links.nt.bz2,https://downloads.dbpedia.org/2016-10/links/organisation_links.nt.bz2,47759,47759,true,true,retained,Prompt23B
revyu.nt.bz2,METADATA_SIZE_VERIFIED_PAYLOAD_NOT_ACQUIRED,RETAINED_CANONICAL,UNCHANGED,https://downloads.dbpedia.org/2016-10/links/revyu.nt.bz2,https://downloads.dbpedia.org/2016-10/links/revyu.nt.bz2,437,437,true,true,retained,Prompt23B
sider.nt.bz2,METADATA_SIZE_VERIFIED_PAYLOAD_NOT_ACQUIRED,RETAINED_CANONICAL,UNCHANGED,https://downloads.dbpedia.org/2016-10/links/sider.nt.bz2,https://downloads.dbpedia.org/2016-10/links/sider.nt.bz2,16740,16740,true,true,retained,Prompt23B
springer_nature_scigraph_subjects.nt.bz2,METADATA_SIZE_VERIFIED_PAYLOAD_NOT_ACQUIRED,RETAINED_CANONICAL,UNCHANGED,https://downloads.dbpedia.org/2016-10/links/springer_nature_scigraph_subjects.nt.bz2,https://downloads.dbpedia.org/2016-10/links/springer_nature_scigraph_subjects.nt.bz2,29047,29047,true,true,retained,Prompt23B
tcm.nt.bz2,METADATA_SIZE_VERIFIED_PAYLOAD_NOT_ACQUIRED,RETAINED_CANONICAL,UNCHANGED,https://downloads.dbpedia.org/2016-10/links/tcm.nt.bz2,https://downloads.dbpedia.org/2016-10/links/tcm.nt.bz2,8704,8704,true,true,retained,Prompt23B
transparency_links.nt.bz2,METADATA_SIZE_VERIFIED_PAYLOAD_NOT_ACQUIRED,RETAINED_CANONICAL,UNCHANGED,https://downloads.dbpedia.org/2016-10/links/transparency_links.nt.bz2,https://downloads.dbpedia.org/2016-10/links/transparency_links.nt.bz2,1781,1781,true,true,retained,Prompt23B
uk-university-links.nt.bz2,METADATA_SIZE_VERIFIED_PAYLOAD_NOT_ACQUIRED,RETAINED_CANONICAL,UNCHANGED,https://downloads.dbpedia.org/2016-10/links/uk-university-links.nt.bz2,https://downloads.dbpedia.org/2016-10/links/uk-university-links.nt.bz2,2200,2200,true,true,retained,Prompt23B
umbel_links_fixed.nt.bz2,METADATA_SIZE_VERIFIED_PAYLOAD_NOT_ACQUIRED,RETAINED_CANONICAL,UNCHANGED,https://downloads.dbpedia.org/2016-10/links/umbel_links_fixed.nt.bz2,https://downloads.dbpedia.org/2016-10/links/umbel_links_fixed.nt.bz2,4139168,4139168,true,true,retained,Prompt23B
uscensus.nt.bz2,METADATA_SIZE_VERIFIED_PAYLOAD_NOT_ACQUIRED,RETAINED_CANONICAL,UNCHANGED,https://downloads.dbpedia.org/2016-10/links/uscensus.nt.bz2,https://downloads.dbpedia.org/2016-10/links/uscensus.nt.bz2,158040,158040,true,true,retained,Prompt23B
viaf2dbpedia.nt.bz2,METADATA_SIZE_VERIFIED_PAYLOAD_NOT_ACQUIRED,RETAINED_CANONICAL,UNCHANGED,https://downloads.dbpedia.org/2016-10/links/viaf2dbpedia.nt.bz2,https://downloads.dbpedia.org/2016-10/links/viaf2dbpedia.nt.bz2,1768771,1768771,true,true,retained,Prompt23B
wl-example.nt.bz2,METADATA_SIZE_VERIFIED_PAYLOAD_NOT_ACQUIRED,RETAINED_CANONICAL,UNCHANGED,https://downloads.dbpedia.org/2016-10/links/wl-example.nt.bz2,https://downloads.dbpedia.org/2016-10/links/wl-example.nt.bz2,404,404,true,true,retained,Prompt23B
wordnet_links.nt.bz2,METADATA_SIZE_VERIFIED_PAYLOAD_NOT_ACQUIRED,RETAINED_CANONICAL,UNCHANGED,https://downloads.dbpedia.org/2016-10/links/wordnet_links.nt.bz2,https://downloads.dbpedia.org/2016-10/links/wordnet_links.nt.bz2,3146081,3146081,true,true,retained,Prompt23B
worldbank_links.nt.bz2,METADATA_SIZE_VERIFIED_PAYLOAD_NOT_ACQUIRED,RETAINED_CANONICAL,UNCHANGED,https://downloads.dbpedia.org/2016-10/links/worldbank_links.nt.bz2,https://downloads.dbpedia.org/2016-10/links/worldbank_links.nt.bz2,2029,2029,true,true,retained,Prompt23B
yago_links.ttl.bz2,METADATA_SIZE_VERIFIED_PAYLOAD_NOT_ACQUIRED,RETAINED_CANONICAL,UNCHANGED,https://downloads.dbpedia.org/2016-10/links/yago_links.ttl.bz2,https://downloads.dbpedia.org/2016-10/links/yago_links.ttl.bz2,37993717,37993717,true,true,retained,Prompt23B
yago_taxonomy.ttl.bz2,METADATA_SIZE_VERIFIED_PAYLOAD_NOT_ACQUIRED,RETAINED_CANONICAL,UNCHANGED,https://downloads.dbpedia.org/2016-10/links/yago_taxonomy.ttl.bz2,https://downloads.dbpedia.org/2016-10/links/yago_taxonomy.ttl.bz2,4240370,4240370,true,true,retained,Prompt23B
yago_type_links.ttl.bz2,METADATA_SIZE_VERIFIED_PAYLOAD_NOT_ACQUIRED,RETAINED_CANONICAL,UNCHANGED,https://downloads.dbpedia.org/2016-10/links/yago_type_links.ttl.bz2,https://downloads.dbpedia.org/2016-10/links/yago_type_links.ttl.bz2,5875928,5875928,true,true,retained,Prompt23B
